freq,indic_is,unit,geo\TIME_PERIOD	2025 
A,I_DSK2_PS_B,PC_IND_IU3,ES1	24.50 
A,I_DSK2_PS_B,PC_IND_IU3,ES2	23.54 
A,I_DSK2_PS_B,PC_IND_IU3,ES3	20.19 
A,I_DSK2_PS_B,PC_IND_IU3,ES4	26.09 
A,I_DSK2_PS_B,PC_IND_IU3,ES5	21.39 
A,I_DSK2_PS_B,PC_IND_IU3,ES6	22.35 
A,I_DSK2_PS_B,PC_IND_IU3,ES7	24.96 
A,I_DSK2_PS_B,PC_IND_IU3,FI	15.01 
A,I_DSK2_PS_B,PC_IND_IU3,FR	24.72 
A,I_DSK2_PS_B,PC_IND_IU3,FR1	21.94 u
A,I_DSK2_PS_B,PC_IND_IU3,FRB	24.52 u
A,I_DSK2_PS_B,PC_IND_IU3,FRC	24.81 u
A,I_DSK2_PS_B,PC_IND_IU3,FRD	25.96 u
A,I_DSK2_PS_B,PC_IND_IU3,FRE	26.95 u
A,I_DSK2_PS_B,PC_IND_IU3,FRF	27.98 u
A,I_DSK2_PS_B,PC_IND_IU3,FRG	20.96 u
A,I_DSK2_PS_B,PC_IND_IU3,FRH	25.77 u
A,I_DSK2_PS_B,PC_IND_IU3,FRI	26.02 u
A,I_DSK2_PS_B,PC_IND_IU3,FRJ	27.25 u
A,I_DSK2_PS_B,PC_IND_IU3,FRK	21.39 u
A,I_DSK2_PS_B,PC_IND_IU3,FRL	25.48 u
A,I_DSK2_PS_B,PC_IND_IU3,FRM	25.85 u
A,I_DSK2_PS_B,PC_IND_IU3,FRY	31.45 u
A,I_DSK2_PS_B,PC_IND_IU3,HR	26.42 
A,I_DSK2_PS_B,PC_IND_IU3,HU	23.31 
A,I_DSK2_PS_B,PC_IND_IU3,HU1	16.23 
A,I_DSK2_PS_B,PC_IND_IU3,HU2	26.42 
A,I_DSK2_PS_B,PC_IND_IU3,HU3	27.04 
A,I_DSK2_PS_B,PC_IND_IU3,IE	11.53 
A,I_DSK2_PS_B,PC_IND_IU3,IT	25.82 
A,I_DSK2_PS_B,PC_IND_IU3,ITC	23.91 
A,I_DSK2_PS_B,PC_IND_IU3,ITF	29.83 
A,I_DSK2_PS_B,PC_IND_IU3,ITG	26.81 
A,I_DSK2_PS_B,PC_IND_IU3,ITH	24.27 
A,I_DSK2_PS_B,PC_IND_IU3,ITI	25.22 
A,I_DSK2_PS_B,PC_IND_IU3,LT	28.34 
A,I_DSK2_PS_B,PC_IND_IU3,LU	28.22 
A,I_DSK2_PS_B,PC_IND_IU3,LV	36.18 
A,I_DSK2_PS_B,PC_IND_IU3,ME	58.15 
A,I_DSK2_PS_B,PC_IND_IU3,MK	45.57 
A,I_DSK2_PS_B,PC_IND_IU3,MT	22.43 
A,I_DSK2_PS_B,PC_IND_IU3,NL	8.88 
A,I_DSK2_PS_B,PC_IND_IU3,NL1	10.60 
A,I_DSK2_PS_B,PC_IND_IU3,NL2	10.55 
A,I_DSK2_PS_B,PC_IND_IU3,NL3	8.43 
A,I_DSK2_PS_B,PC_IND_IU3,NL4	7.44 
A,I_DSK2_PS_B,PC_IND_IU3,NO	12.34 
A,I_DSK2_PS_B,PC_IND_IU3,PL	28.10 
A,I_DSK2_PS_B,PC_IND_IU3,PL2	27.73 
A,I_DSK2_PS_B,PC_IND_IU3,PL4	26.67 
A,I_DSK2_PS_B,PC_IND_IU3,PL5	25.13 
A,I_DSK2_PS_B,PC_IND_IU3,PL6	32.03 
A,I_DSK2_PS_B,PC_IND_IU3,PL7	29.81 
A,I_DSK2_PS_B,PC_IND_IU3,PL8	32.85 
A,I_DSK2_PS_B,PC_IND_IU3,PL9	22.32 
A,I_DSK2_PS_B,PC_IND_IU3,PT	34.10 
A,I_DSK2_PS_B,PC_IND_IU3,PT1	33.73 
A,I_DSK2_PS_B,PC_IND_IU3,PT2	40.12 
A,I_DSK2_PS_B,PC_IND_IU3,PT3	42.59 
A,I_DSK2_PS_B,PC_IND_IU3,RO	43.31 
A,I_DSK2_PS_B,PC_IND_IU3,RO1	40.57 
A,I_DSK2_PS_B,PC_IND_IU3,RO2	44.28 
A,I_DSK2_PS_B,PC_IND_IU3,RO3	42.65 
A,I_DSK2_PS_B,PC_IND_IU3,RO4	46.58 
A,I_DSK2_PS_B,PC_IND_IU3,RS	34.47 
A,I_DSK2_PS_B,PC_IND_IU3,RS1	33.89 
A,I_DSK2_PS_B,PC_IND_IU3,RS2	35.12 
A,I_DSK2_PS_B,PC_IND_IU3,SE	18.15 
A,I_DSK2_PS_B,PC_IND_IU3,SE1	16.92 
A,I_DSK2_PS_B,PC_IND_IU3,SE2	18.85 
A,I_DSK2_PS_B,PC_IND_IU3,SE3	19.39 
A,I_DSK2_PS_B,PC_IND_IU3,SI	31.43 
A,I_DSK2_PS_B,PC_IND_IU3,SK	36.83 
A,I_DSK2_PS_B,PC_IND_IU3,TR	42.05 
A,I_DSK2_PS_B,PC_IND_IU3,TR1	37.34 
A,I_DSK2_PS_B,PC_IND_IU3,TR2	44.04 
A,I_DSK2_PS_B,PC_IND_IU3,TR3	43.67 
A,I_DSK2_PS_B,PC_IND_IU3,TR4	37.73 
A,I_DSK2_PS_B,PC_IND_IU3,TR5	40.28 
A,I_DSK2_PS_B,PC_IND_IU3,TR6	45.80 
A,I_DSK2_PS_B,PC_IND_IU3,TR7	49.21 
A,I_DSK2_PS_B,PC_IND_IU3,TR8	39.73 
A,I_DSK2_PS_B,PC_IND_IU3,TR9	44.28 
A,I_DSK2_PS_B,PC_IND_IU3,TRA	45.08 
A,I_DSK2_PS_B,PC_IND_IU3,TRB	46.47 
A,I_DSK2_PS_B,PC_IND_IU3,TRC	45.67 
A,I_DSK2_PS_B,PC_IND_IU3,XK	48.03 
A,I_DSK2_PS_BAB,PC_IND,AL	59.35 
A,I_DSK2_PS_BAB,PC_IND,AT	88.66 
A,I_DSK2_PS_BAB,PC_IND,AT1	90.38 
A,I_DSK2_PS_BAB,PC_IND,AT2	85.88 
A,I_DSK2_PS_BAB,PC_IND,AT3	88.07 
A,I_DSK2_PS_BAB,PC_IND,BA	66.76 
A,I_DSK2_PS_BAB,PC_IND,BE	91.92 
A,I_DSK2_PS_BAB,PC_IND,BE1	87.81 
A,I_DSK2_PS_BAB,PC_IND,BE2	93.34 
A,I_DSK2_PS_BAB,PC_IND,BE3	90.72 
A,I_DSK2_PS_BAB,PC_IND,BG	64.30 
A,I_DSK2_PS_BAB,PC_IND,BG3	60.33 
A,I_DSK2_PS_BAB,PC_IND,BG4	67.95 
A,I_DSK2_PS_BAB,PC_IND,CH	94.66 
A,I_DSK2_PS_BAB,PC_IND,CY	86.08 
A,I_DSK2_PS_BAB,PC_IND,CZ	90.79 
A,I_DSK2_PS_BAB,PC_IND,DE	88.64 
A,I_DSK2_PS_BAB,PC_IND,DE1	91.07 
A,I_DSK2_PS_BAB,PC_IND,DE2	87.70 
A,I_DSK2_PS_BAB,PC_IND,DE3	89.31 
A,I_DSK2_PS_BAB,PC_IND,DE4	86.33 
A,I_DSK2_PS_BAB,PC_IND,DE6	91.80 
A,I_DSK2_PS_BAB,PC_IND,DE7	87.87 
A,I_DSK2_PS_BAB,PC_IND,DE8	86.54 
A,I_DSK2_PS_BAB,PC_IND,DE9	91.33 
A,I_DSK2_PS_BAB,PC_IND,DEA	88.84 
A,I_DSK2_PS_BAB,PC_IND,DED	88.46 
A,I_DSK2_PS_BAB,PC_IND,DEE	77.49 
A,I_DSK2_PS_BAB,PC_IND,DEF	88.27 
A,I_DSK2_PS_BAB,PC_IND,DK	98.69 
A,I_DSK2_PS_BAB,PC_IND,EE	91.40 
A,I_DSK2_PS_BAB,PC_IND,EL	82.31 
A,I_DSK2_PS_BAB,PC_IND,EL3	85.95 
A,I_DSK2_PS_BAB,PC_IND,EL4	81.05 
A,I_DSK2_PS_BAB,PC_IND,EL5	84.77 
A,I_DSK2_PS_BAB,PC_IND,EL6	74.33 
A,I_DSK2_PS_BAB,PC_IND,ES	89.07 
A,I_DSK2_PS_BAB,PC_IND,ES1	86.52 
A,I_DSK2_PS_BAB,PC_IND,ES2	89.06 
A,I_DSK2_PS_BAB,PC_IND,ES3	91.83 
A,I_DSK2_PS_BAB,PC_IND,ES4	85.57 
A,I_DSK2_PS_BAB,PC_IND,ES5	91.48 
A,I_DSK2_PS_BAB,PC_IND,ES6	86.83 
A,I_DSK2_PS_BAB,PC_IND,ES7	88.25 
A,I_DSK2_PS_BAB,PC_IND,FI	97.30 
A,I_DSK2_PS_BAB,PC_IND,FR	90.97 
A,I_DSK2_PS_BAB,PC_IND,FR1	93.64 u
A,I_DSK2_PS_BAB,PC_IND,FRB	90.75 u
A,I_DSK2_PS_BAB,PC_IND,FRC	87.56 u
A,I_DSK2_PS_BAB,PC_IND,FRD	91.43 u
A,I_DSK2_PS_BAB,PC_IND,FRE	88.32 u
A,I_DSK2_PS_BAB,PC_IND,FRF	90.16 u
A,I_DSK2_PS_BAB,PC_IND,FRG	92.85 u
A,I_DSK2_PS_BAB,PC_IND,FRH	89.92 u
A,I_DSK2_PS_BAB,PC_IND,FRI	91.32 u
A,I_DSK2_PS_BAB,PC_IND,FRJ	91.05 u
A,I_DSK2_PS_BAB,PC_IND,FRK	91.57 u
A,I_DSK2_PS_BAB,PC_IND,FRL	92.06 u
A,I_DSK2_PS_BAB,PC_IND,FRM	88.00 u
A,I_DSK2_PS_BAB,PC_IND,FRY	79.51 u
A,I_DSK2_PS_BAB,PC_IND,HR	77.33 
A,I_DSK2_PS_BAB,PC_IND,HU	83.45 
A,I_DSK2_PS_BAB,PC_IND,HU1	88.99 
A,I_DSK2_PS_BAB,PC_IND,HU2	82.52 
A,I_DSK2_PS_BAB,PC_IND,HU3	79.50 
A,I_DSK2_PS_BAB,PC_IND,IE	98.93 
A,I_DSK2_PS_BAB,PC_IND,IT	78.18 
A,I_DSK2_PS_BAB,PC_IND,ITC	83.67 
A,I_DSK2_PS_BAB,PC_IND,ITF	68.54 
A,I_DSK2_PS_BAB,PC_IND,ITG	70.87 
A,I_DSK2_PS_BAB,PC_IND,ITH	82.71 
A,I_DSK2_PS_BAB,PC_IND,ITI	81.39 
A,I_DSK2_PS_BAB,PC_IND,LT	82.80 
A,I_DSK2_PS_BAB,PC_IND,LU	92.83 
A,I_DSK2_PS_BAB,PC_IND,LV	89.72 
A,I_DSK2_PS_BAB,PC_IND,ME	81.26 
A,I_DSK2_PS_BAB,PC_IND,MK	67.85 
A,I_DSK2_PS_BAB,PC_IND,MT	88.81 
A,I_DSK2_PS_BAB,PC_IND,NL	98.49 
A,I_DSK2_PS_BAB,PC_IND,NL1	98.51 
A,I_DSK2_PS_BAB,PC_IND,NL2	98.26 
A,I_DSK2_PS_BAB,PC_IND,NL3	98.97 
A,I_DSK2_PS_BAB,PC_IND,NL4	97.61 
A,I_DSK2_PS_BAB,PC_IND,NO	98.23 
A,I_DSK2_PS_BAB,PC_IND,PL	80.41 
A,I_DSK2_PS_BAB,PC_IND,PL2	81.83 
A,I_DSK2_PS_BAB,PC_IND,PL4	79.23 
A,I_DSK2_PS_BAB,PC_IND,PL5	86.86 
A,I_DSK2_PS_BAB,PC_IND,PL6	80.07 
A,I_DSK2_PS_BAB,PC_IND,PL7	75.26 
A,I_DSK2_PS_BAB,PC_IND,PL8	75.61 
A,I_DSK2_PS_BAB,PC_IND,PL9	84.45 
A,I_DSK2_PS_BAB,PC_IND,PT	77.76 
A,I_DSK2_PS_BAB,PC_IND,PT1	77.96 
A,I_DSK2_PS_BAB,PC_IND,PT2	73.21 
A,I_DSK2_PS_BAB,PC_IND,PT3	74.50 
A,I_DSK2_PS_BAB,PC_IND,RO	67.76 
A,I_DSK2_PS_BAB,PC_IND,RO1	66.94 
A,I_DSK2_PS_BAB,PC_IND,RO2	65.50 
A,I_DSK2_PS_BAB,PC_IND,RO3	72.14 
A,I_DSK2_PS_BAB,PC_IND,RO4	65.95 
A,I_DSK2_PS_BAB,PC_IND,RS	77.95 
A,I_DSK2_PS_BAB,PC_IND,RS1	80.71 
A,I_DSK2_PS_BAB,PC_IND,RS2	75.00 
A,I_DSK2_PS_BAB,PC_IND,SE	96.28 
A,I_DSK2_PS_BAB,PC_IND,SE1	95.93 
A,I_DSK2_PS_BAB,PC_IND,SE2	96.91 
A,I_DSK2_PS_BAB,PC_IND,SE3	95.54 
A,I_DSK2_PS_BAB,PC_IND,SI	81.02 
A,I_DSK2_PS_BAB,PC_IND,SK	86.09 
A,I_DSK2_PS_BAB,PC_IND,TR	74.84 
A,I_DSK2_PS_BAB,PC_IND,TR1	83.92 
A,I_DSK2_PS_BAB,PC_IND,TR2	72.71 
A,I_DSK2_PS_BAB,PC_IND,TR3	73.65 
A,I_DSK2_PS_BAB,PC_IND,TR4	80.59 
A,I_DSK2_PS_BAB,PC_IND,TR5	77.98 
A,I_DSK2_PS_BAB,PC_IND,TR6	72.97 
A,I_DSK2_PS_BAB,PC_IND,TR7	70.61 
A,I_DSK2_PS_BAB,PC_IND,TR8	66.29 
A,I_DSK2_PS_BAB,PC_IND,TR9	68.30 
A,I_DSK2_PS_BAB,PC_IND,TRA	67.17 
A,I_DSK2_PS_BAB,PC_IND,TRB	64.65 
A,I_DSK2_PS_BAB,PC_IND,TRC	67.79 
A,I_DSK2_PS_BAB,PC_IND,XK	85.46 
A,I_DSK2_PS_BAB,PC_IND_IU3,AL	68.09 
A,I_DSK2_PS_BAB,PC_IND_IU3,AT	93.02 
A,I_DSK2_PS_BAB,PC_IND_IU3,AT1	93.46 
A,I_DSK2_PS_BAB,PC_IND_IU3,AT2	91.73 
A,I_DSK2_PS_BAB,PC_IND_IU3,AT3	93.19 
A,I_DSK2_PS_BAB,PC_IND_IU3,BA	74.08 
A,I_DSK2_PS_BAB,PC_IND_IU3,BE	95.29 
A,I_DSK2_PS_BAB,PC_IND_IU3,BE1	92.90 
A,I_DSK2_PS_BAB,PC_IND_IU3,BE2	96.25 
A,I_DSK2_PS_BAB,PC_IND_IU3,BE3	94.32 
A,I_DSK2_PS_BAB,PC_IND_IU3,BG	74.04 
A,I_DSK2_PS_BAB,PC_IND_IU3,BG3	70.22 
A,I_DSK2_PS_BAB,PC_IND_IU3,BG4	77.48 
A,I_DSK2_PS_BAB,PC_IND_IU3,CH	95.69 
A,I_DSK2_PS_BAB,PC_IND_IU3,CY	91.78 
A,I_DSK2_PS_BAB,PC_IND_IU3,CZ	96.05 
A,I_DSK2_PS_BAB,PC_IND_IU3,DE	93.72 
A,I_DSK2_PS_BAB,PC_IND_IU3,DE1	94.92 
A,I_DSK2_PS_BAB,PC_IND_IU3,DE2	92.59 
A,I_DSK2_PS_BAB,PC_IND_IU3,DE3	95.98 
A,I_DSK2_PS_BAB,PC_IND_IU3,DE4	95.50 
A,I_DSK2_PS_BAB,PC_IND_IU3,DE6	95.18 
A,I_DSK2_PS_BAB,PC_IND_IU3,DE7	91.99 
A,I_DSK2_PS_BAB,PC_IND_IU3,DE8	92.47 
A,I_DSK2_PS_BAB,PC_IND_IU3,DE9	96.03 
A,I_DSK2_PS_BAB,PC_IND_IU3,DEA	93.81 
A,I_DSK2_PS_BAB,PC_IND_IU3,DED	93.07 
A,I_DSK2_PS_BAB,PC_IND_IU3,DEE	86.19 
A,I_DSK2_PS_BAB,PC_IND_IU3,DEF	93.20 
A,I_DSK2_PS_BAB,PC_IND_IU3,DK	98.98 
A,I_DSK2_PS_BAB,PC_IND_IU3,EE	96.36 
A,I_DSK2_PS_BAB,PC_IND_IU3,EL	92.32 
A,I_DSK2_PS_BAB,PC_IND_IU3,EL3	91.13 
A,I_DSK2_PS_BAB,PC_IND_IU3,EL4	94.11 
A,I_DSK2_PS_BAB,PC_IND_IU3,EL5	94.81 
A,I_DSK2_PS_BAB,PC_IND_IU3,EL6	90.42 
A,I_DSK2_PS_BAB,PC_IND_IU3,ES	92.46 
A,I_DSK2_PS_BAB,PC_IND_IU3,ES1	91.87 
A,I_DSK2_PS_BAB,PC_IND_IU3,ES2	92.45 
A,I_DSK2_PS_BAB,PC_IND_IU3,ES3	93.64 
A,I_DSK2_PS_BAB,PC_IND_IU3,ES4	89.95 
A,I_DSK2_PS_BAB,PC_IND_IU3,ES5	93.76 
A,I_DSK2_PS_BAB,PC_IND_IU3,ES6	91.50 
A,I_DSK2_PS_BAB,PC_IND_IU3,ES7	91.57 
A,I_DSK2_PS_BAB,PC_IND_IU3,FI	99.21 
A,I_DSK2_PS_BAB,PC_IND_IU3,FR	95.78 
A,I_DSK2_PS_BAB,PC_IND_IU3,FR1	97.03 u
A,I_DSK2_PS_BAB,PC_IND_IU3,FRB	95.06 u
A,I_DSK2_PS_BAB,PC_IND_IU3,FRC	94.67 u
A,I_DSK2_PS_BAB,PC_IND_IU3,FRD	96.23 u
A,I_DSK2_PS_BAB,PC_IND_IU3,FRE	94.47 u
A,I_DSK2_PS_BAB,PC_IND_IU3,FRF	96.22 u
A,I_DSK2_PS_BAB,PC_IND_IU3,FRG	96.45 u
A,I_DSK2_PS_BAB,PC_IND_IU3,FRH	94.35 u
A,I_DSK2_PS_BAB,PC_IND_IU3,FRI	95.66 u
A,I_DSK2_PS_BAB,PC_IND_IU3,FRJ	95.99 u
A,I_DSK2_PS_BAB,PC_IND_IU3,FRK	96.19 u
A,I_DSK2_PS_BAB,PC_IND_IU3,FRL	96.10 u
A,I_DSK2_PS_BAB,PC_IND_IU3,FRM	95.20 u
A,I_DSK2_PS_BAB,PC_IND_IU3,FRY	89.60 u
A,I_DSK2_PS_BAB,PC_IND_IU3,HR	90.02 
A,I_DSK2_PS_BAB,PC_IND_IU3,HU	89.92 
A,I_DSK2_PS_BAB,PC_IND_IU3,HU1	93.47 
A,I_DSK2_PS_BAB,PC_IND_IU3,HU2	89.09 
A,I_DSK2_PS_BAB,PC_IND_IU3,HU3	87.44 
A,I_DSK2_PS_BAB,PC_IND_IU3,IE	99.15 
A,I_DSK2_PS_BAB,PC_IND_IU3,IT	86.55 
A,I_DSK2_PS_BAB,PC_IND_IU3,ITC	90.05 
A,I_DSK2_PS_BAB,PC_IND_IU3,ITF	80.92 
A,I_DSK2_PS_BAB,PC_IND_IU3,ITG	81.76 
A,I_DSK2_PS_BAB,PC_IND_IU3,ITH	89.41 
A,I_DSK2_PS_BAB,PC_IND_IU3,ITI	87.36 
A,I_DSK2_PS_BAB,PC_IND_IU3,LT	92.72 
A,I_DSK2_PS_BAB,PC_IND_IU3,LU	93.65 
A,I_DSK2_PS_BAB,PC_IND_IU3,LV	94.91 
A,I_DSK2_PS_BAB,PC_IND_IU3,ME	86.24 
A,I_DSK2_PS_BAB,PC_IND_IU3,MK	73.64 
A,I_DSK2_PS_BAB,PC_IND_IU3,MT	92.50 
A,I_DSK2_PS_BAB,PC_IND_IU3,NL	98.78 
A,I_DSK2_PS_BAB,PC_IND_IU3,NL1	98.65 
A,I_DSK2_PS_BAB,PC_IND_IU3,NL2	98.47 
A,I_DSK2_PS_BAB,PC_IND_IU3,NL3	99.20 
A,I_DSK2_PS_BAB,PC_IND_IU3,NL4	98.18 
A,I_DSK2_PS_BAB,PC_IND_IU3,NO	99.40 
A,I_DSK2_PS_BAB,PC_IND_IU3,PL	89.69 
A,I_DSK2_PS_BAB,PC_IND_IU3,PL2	90.81 
A,I_DSK2_PS_BAB,PC_IND_IU3,PL4	86.91 
A,I_DSK2_PS_BAB,PC_IND_IU3,PL5	92.86 
A,I_DSK2_PS_BAB,PC_IND_IU3,PL6	89.89 
A,I_DSK2_PS_BAB,PC_IND_IU3,PL7	88.63 
A,I_DSK2_PS_BAB,PC_IND_IU3,PL8	86.37 
A,I_DSK2_PS_BAB,PC_IND_IU3,PL9	92.63 
A,I_DSK2_PS_BAB,PC_IND_IU3,PT	86.93 
A,I_DSK2_PS_BAB,PC_IND_IU3,PT1	87.11 
A,I_DSK2_PS_BAB,PC_IND_IU3,PT2	82.09 
A,I_DSK2_PS_BAB,PC_IND_IU3,PT3	84.35 
A,I_DSK2_PS_BAB,PC_IND_IU3,RO	72.74 
A,I_DSK2_PS_BAB,PC_IND_IU3,RO1	71.14 
A,I_DSK2_PS_BAB,PC_IND_IU3,RO2	71.05 
A,I_DSK2_PS_BAB,PC_IND_IU3,RO3	77.27 
A,I_DSK2_PS_BAB,PC_IND_IU3,RO4	70.89 
A,I_DSK2_PS_BAB,PC_IND_IU3,RS	86.57 
A,I_DSK2_PS_BAB,PC_IND_IU3,RS1	87.98 
A,I_DSK2_PS_BAB,PC_IND_IU3,RS2	85.00 
A,I_DSK2_PS_BAB,PC_IND_IU3,SE	97.99 
A,I_DSK2_PS_BAB,PC_IND_IU3,SE1	97.90 
A,I_DSK2_PS_BAB,PC_IND_IU3,SE2	98.38 
A,I_DSK2_PS_BAB,PC_IND_IU3,SE3	97.25 
A,I_DSK2_PS_BAB,PC_IND_IU3,SI	88.48 
A,I_DSK2_PS_BAB,PC_IND_IU3,SK	93.08 
A,I_DSK2_PS_BAB,PC_IND_IU3,TR	83.36 
A,I_DSK2_PS_BAB,PC_IND_IU3,TR1	87.27 
A,I_DSK2_PS_BAB,PC_IND_IU3,TR2	82.98 
A,I_DSK2_PS_BAB,PC_IND_IU3,TR3	83.05 
A,I_DSK2_PS_BAB,PC_IND_IU3,TR4	86.96 
A,I_DSK2_PS_BAB,PC_IND_IU3,TR5	86.33 
A,I_DSK2_PS_BAB,PC_IND_IU3,TR6	81.76 
A,I_DSK2_PS_BAB,PC_IND_IU3,TR7	79.75 
A,I_DSK2_PS_BAB,PC_IND_IU3,TR8	76.27 
A,I_DSK2_PS_BAB,PC_IND_IU3,TR9	80.51 
A,I_DSK2_PS_BAB,PC_IND_IU3,TRA	79.78 
A,I_DSK2_PS_BAB,PC_IND_IU3,TRB	82.23 
A,I_DSK2_PS_BAB,PC_IND_IU3,TRC	78.25 
A,I_DSK2_PS_BAB,PC_IND_IU3,XK	86.79 
A,I_DSK2_SF_AB,PC_IND,AL	16.67 
A,I_DSK2_SF_AB,PC_IND,AT	54.02 
A,I_DSK2_SF_AB,PC_IND,AT1	54.24 
A,I_DSK2_SF_AB,PC_IND,AT2	53.49 
A,I_DSK2_SF_AB,PC_IND,AT3	54.04 
A,I_DSK2_SF_AB,PC_IND,BA	22.88 
A,I_DSK2_SF_AB,PC_IND,BE	42.80 
A,I_DSK2_SF_AB,PC_IND,BE1	48.65 
A,I_DSK2_SF_AB,PC_IND,BE2	40.58 
A,I_DSK2_SF_AB,PC_IND,BE3	44.88 
A,I_DSK2_SF_AB,PC_IND,BG	21.16 
A,I_DSK2_SF_AB,PC_IND,BG3	18.38 
A,I_DSK2_SF_AB,PC_IND,BG4	23.71 
A,I_DSK2_SF_AB,PC_IND,CH	70.29 
A,I_DSK2_SF_AB,PC_IND,CY	25.80 
A,I_DSK2_SF_AB,PC_IND,CZ	61.98 
A,I_DSK2_SF_AB,PC_IND,DE	39.38 
A,I_DSK2_SF_AB,PC_IND,DE1	43.01 
A,I_DSK2_SF_AB,PC_IND,DE2	31.96 
A,I_DSK2_SF_AB,PC_IND,DE3	50.39 
A,I_DSK2_SF_AB,PC_IND,DE4	40.02 
A,I_DSK2_SF_AB,PC_IND,DE6	44.17 
A,I_DSK2_SF_AB,PC_IND,DE7	34.61 
A,I_DSK2_SF_AB,PC_IND,DE8	28.88 
A,I_DSK2_SF_AB,PC_IND,DE9	40.21 
A,I_DSK2_SF_AB,PC_IND,DEA	40.47 
A,I_DSK2_SF_AB,PC_IND,DED	46.47 
A,I_DSK2_SF_AB,PC_IND,DEE	38.26 
A,I_DSK2_SF_AB,PC_IND,DEF	41.93 
A,I_DSK2_SF_AB,PC_IND,DK	73.34 
A,I_DSK2_SF_AB,PC_IND,EE	50.76 
A,I_DSK2_SF_AB,PC_IND,EL	41.90 
A,I_DSK2_SF_AB,PC_IND,EL3	38.75 
A,I_DSK2_SF_AB,PC_IND,EL4	43.84 
A,I_DSK2_SF_AB,PC_IND,EL5	49.91 
A,I_DSK2_SF_AB,PC_IND,EL6	36.49 
A,I_DSK2_SF_AB,PC_IND,ES	66.70 
A,I_DSK2_SF_AB,PC_IND,ES1	64.51 
A,I_DSK2_SF_AB,PC_IND,ES2	63.42 
A,I_DSK2_SF_AB,PC_IND,ES3	72.89 
A,I_DSK2_SF_AB,PC_IND,ES4	62.37 
A,I_DSK2_SF_AB,PC_IND,ES5	68.98 
A,I_DSK2_SF_AB,PC_IND,ES6	64.19 
A,I_DSK2_SF_AB,PC_IND,ES7	64.97 
A,I_DSK2_SF_AB,PC_IND,FI	78.29 
A,I_DSK2_SF_AB,PC_IND,FR	52.84 
A,I_DSK2_SF_AB,PC_IND,FR1	55.95 u
A,I_DSK2_SF_AB,PC_IND,FRB	52.65 u
A,I_DSK2_SF_AB,PC_IND,FRC	45.60 u
A,I_DSK2_SF_AB,PC_IND,FRD	55.94 u
A,I_DSK2_SF_AB,PC_IND,FRE	49.58 u
A,I_DSK2_SF_AB,PC_IND,FRF	50.55 u
A,I_DSK2_SF_AB,PC_IND,FRG	52.23 u
A,I_DSK2_SF_AB,PC_IND,FRH	55.10 u
A,I_DSK2_SF_AB,PC_IND,FRI	52.23 u
A,I_DSK2_SF_AB,PC_IND,FRJ	53.26 u
A,I_DSK2_SF_AB,PC_IND,FRK	55.22 u
A,I_DSK2_SF_AB,PC_IND,FRL	52.87 u
A,I_DSK2_SF_AB,PC_IND,FRM	54.58 u
A,I_DSK2_SF_AB,PC_IND,FRY	41.20 u
A,I_DSK2_SF_AB,PC_IND,HR	54.17 
A,I_DSK2_SF_AB,PC_IND,HU	57.82 
A,I_DSK2_SF_AB,PC_IND,HU1	66.89 
A,I_DSK2_SF_AB,PC_IND,HU2	55.53 
A,I_DSK2_SF_AB,PC_IND,HU3	51.99 
A,I_DSK2_SF_AB,PC_IND,IE	66.17 
A,I_DSK2_SF_AB,PC_IND,IT	59.93 
A,I_DSK2_SF_AB,PC_IND,ITC	64.70 
A,I_DSK2_SF_AB,PC_IND,ITF	51.36 
A,I_DSK2_SF_AB,PC_IND,ITG	55.92 
A,I_DSK2_SF_AB,PC_IND,ITH	64.08 
A,I_DSK2_SF_AB,PC_IND,ITI	61.47 
A,I_DSK2_SF_AB,PC_IND,LT	42.40 
A,I_DSK2_SF_AB,PC_IND,LU	39.31 
A,I_DSK2_SF_AB,PC_IND,LV	33.67 
A,I_DSK2_SF_AB,PC_IND,ME	29.48 
A,I_DSK2_SF_AB,PC_IND,MK	21.50 
A,I_DSK2_SF_AB,PC_IND,MT	55.70 
A,I_DSK2_SF_AB,PC_IND,NL	76.71 
A,I_DSK2_SF_AB,PC_IND,NL1	74.65 
A,I_DSK2_SF_AB,PC_IND,NL2	75.56 
A,I_DSK2_SF_AB,PC_IND,NL3	78.83 
A,I_DSK2_SF_AB,PC_IND,NL4	73.95 
A,I_DSK2_SF_AB,PC_IND,NO	70.00 
A,I_DSK2_SF_AB,PC_IND,PL	41.46 
A,I_DSK2_SF_AB,PC_IND,PL2	49.59 
A,I_DSK2_SF_AB,PC_IND,PL4	36.75 
A,I_DSK2_SF_AB,PC_IND,PL5	43.00 
A,I_DSK2_SF_AB,PC_IND,PL6	39.59 
A,I_DSK2_SF_AB,PC_IND,PL7	30.57 
A,I_DSK2_SF_AB,PC_IND,PL8	31.85 
A,I_DSK2_SF_AB,PC_IND,PL9	52.42 
A,I_DSK2_SF_AB,PC_IND,PT	58.64 
A,I_DSK2_SF_AB,PC_IND,PT1	59.12 
A,I_DSK2_SF_AB,PC_IND,PT2	46.50 
A,I_DSK2_SF_AB,PC_IND,PT3	51.99 
A,I_DSK2_SF_AB,PC_IND,RO	24.52 
A,I_DSK2_SF_AB,PC_IND,RO1	23.47 
A,I_DSK2_SF_AB,PC_IND,RO2	24.11 
