freq,indic_is,unit,geo\TIME_PERIOD	2025 
A,I_DSK2_AB,PC_IND,AL	8.07 
A,I_DSK2_AB,PC_IND,AT	34.26 
A,I_DSK2_AB,PC_IND,AT1	36.81 
A,I_DSK2_AB,PC_IND,AT2	31.11 
A,I_DSK2_AB,PC_IND,AT3	32.85 
A,I_DSK2_AB,PC_IND,BA	9.75 
A,I_DSK2_AB,PC_IND,BE	29.69 
A,I_DSK2_AB,PC_IND,BE1	35.82 
A,I_DSK2_AB,PC_IND,BE2	29.59 
A,I_DSK2_AB,PC_IND,BE3	27.81 
A,I_DSK2_AB,PC_IND,BG	11.77 
A,I_DSK2_AB,PC_IND,BG3	10.92 
A,I_DSK2_AB,PC_IND,BG4	12.55 
A,I_DSK2_AB,PC_IND,CH	45.47 
A,I_DSK2_AB,PC_IND,CY	18.26 
A,I_DSK2_AB,PC_IND,CZ	37.34 
A,I_DSK2_AB,PC_IND,DE	24.21 
A,I_DSK2_AB,PC_IND,DE1	28.00 
A,I_DSK2_AB,PC_IND,DE2	19.75 
A,I_DSK2_AB,PC_IND,DE3	36.42 
A,I_DSK2_AB,PC_IND,DE4	24.27 
A,I_DSK2_AB,PC_IND,DE6	33.63 
A,I_DSK2_AB,PC_IND,DE7	21.20 
A,I_DSK2_AB,PC_IND,DE8	10.88 u
A,I_DSK2_AB,PC_IND,DE9	25.25 
A,I_DSK2_AB,PC_IND,DEA	25.96 
A,I_DSK2_AB,PC_IND,DED	25.65 
A,I_DSK2_AB,PC_IND,DEE	13.88 
A,I_DSK2_AB,PC_IND,DEF	25.58 
A,I_DSK2_AB,PC_IND,DK	53.04 
A,I_DSK2_AB,PC_IND,EE	33.65 
A,I_DSK2_AB,PC_IND,EL	27.47 
A,I_DSK2_AB,PC_IND,EL3	23.58 
A,I_DSK2_AB,PC_IND,EL4	29.01 
A,I_DSK2_AB,PC_IND,EL5	35.21 
A,I_DSK2_AB,PC_IND,EL6	23.74 
A,I_DSK2_AB,PC_IND,ES	38.86 
A,I_DSK2_AB,PC_IND,ES1	36.81 
A,I_DSK2_AB,PC_IND,ES2	36.73 
A,I_DSK2_AB,PC_IND,ES3	44.75 
A,I_DSK2_AB,PC_IND,ES4	34.60 
A,I_DSK2_AB,PC_IND,ES5	41.55 
A,I_DSK2_AB,PC_IND,ES6	35.54 
A,I_DSK2_AB,PC_IND,ES7	36.37 
A,I_DSK2_AB,PC_IND,FI	54.91 
A,I_DSK2_AB,PC_IND,FR	34.99 
A,I_DSK2_AB,PC_IND,FR1	41.04 u
A,I_DSK2_AB,PC_IND,FRB	34.36 u
A,I_DSK2_AB,PC_IND,FRC	25.49 u
A,I_DSK2_AB,PC_IND,FRD	33.16 u
A,I_DSK2_AB,PC_IND,FRE	30.81 u
A,I_DSK2_AB,PC_IND,FRF	30.93 u
A,I_DSK2_AB,PC_IND,FRG	37.46 u
A,I_DSK2_AB,PC_IND,FRH	35.45 u
A,I_DSK2_AB,PC_IND,FRI	33.32 u
A,I_DSK2_AB,PC_IND,FRJ	34.53 u
A,I_DSK2_AB,PC_IND,FRK	37.73 u
A,I_DSK2_AB,PC_IND,FRL	33.99 u
A,I_DSK2_AB,PC_IND,FRM	38.57 u
A,I_DSK2_AB,PC_IND,FRY	28.51 u
A,I_DSK2_AB,PC_IND,HR	27.66 
A,I_DSK2_AB,PC_IND,HU	34.05 
A,I_DSK2_AB,PC_IND,HU1	46.07 
A,I_DSK2_AB,PC_IND,HU2	29.00 
A,I_DSK2_AB,PC_IND,HU3	27.92 
A,I_DSK2_AB,PC_IND,IE	54.41 
A,I_DSK2_AB,PC_IND,IT	31.51 
A,I_DSK2_AB,PC_IND,ITC	36.33 
A,I_DSK2_AB,PC_IND,ITF	23.40 
A,I_DSK2_AB,PC_IND,ITG	25.02 
A,I_DSK2_AB,PC_IND,ITH	35.74 
A,I_DSK2_AB,PC_IND,ITI	33.70 
A,I_DSK2_AB,PC_IND,LT	27.33 
A,I_DSK2_AB,PC_IND,LU	28.12 
A,I_DSK2_AB,PC_IND,LV	20.14 
A,I_DSK2_AB,PC_IND,ME	10.72 
A,I_DSK2_AB,PC_IND,MK	6.14 
A,I_DSK2_AB,PC_IND,MT	38.04 
A,I_DSK2_AB,PC_IND,NL	55.61 
A,I_DSK2_AB,PC_IND,NL1	50.42 
A,I_DSK2_AB,PC_IND,NL2	53.06 
A,I_DSK2_AB,PC_IND,NL3	59.42 
A,I_DSK2_AB,PC_IND,NL4	51.83 
A,I_DSK2_AB,PC_IND,NO	51.16 
A,I_DSK2_AB,PC_IND,PL	23.55 
A,I_DSK2_AB,PC_IND,PL2	27.28 
A,I_DSK2_AB,PC_IND,PL4	22.59 
A,I_DSK2_AB,PC_IND,PL5	23.38 
A,I_DSK2_AB,PC_IND,PL6	20.56 
A,I_DSK2_AB,PC_IND,PL7	15.72 
A,I_DSK2_AB,PC_IND,PL8	17.72 
A,I_DSK2_AB,PC_IND,PL9	33.17 
A,I_DSK2_AB,PC_IND,PT	31.97 
A,I_DSK2_AB,PC_IND,PT1	32.48 
A,I_DSK2_AB,PC_IND,PT2	21.86 
A,I_DSK2_AB,PC_IND,PT3	22.49 
A,I_DSK2_AB,PC_IND,RO	11.13 
A,I_DSK2_AB,PC_IND,RO1	11.93 
A,I_DSK2_AB,PC_IND,RO2	9.10 
A,I_DSK2_AB,PC_IND,RO3	14.55 
A,I_DSK2_AB,PC_IND,RO4	8.19 
A,I_DSK2_AB,PC_IND,RS	12.84 
A,I_DSK2_AB,PC_IND,RS1	16.13 
A,I_DSK2_AB,PC_IND,RS2	9.34 
A,I_DSK2_AB,PC_IND,SE	38.10 
A,I_DSK2_AB,PC_IND,SE1	39.55 
A,I_DSK2_AB,PC_IND,SE2	37.47 
A,I_DSK2_AB,PC_IND,SE3	36.17 
A,I_DSK2_AB,PC_IND,SI	19.80 
A,I_DSK2_AB,PC_IND,SK	21.16 
A,I_DSK2_AB,PC_IND,TR	9.91 
A,I_DSK2_AB,PC_IND,TR1	14.83 
A,I_DSK2_AB,PC_IND,TR2	8.40 
A,I_DSK2_AB,PC_IND,TR3	9.13 
A,I_DSK2_AB,PC_IND,TR4	14.70 
A,I_DSK2_AB,PC_IND,TR5	13.09 
A,I_DSK2_AB,PC_IND,TR6	7.77 
A,I_DSK2_AB,PC_IND,TR7	6.54 
A,I_DSK2_AB,PC_IND,TR8	7.67 
A,I_DSK2_AB,PC_IND,TR9	6.68 
A,I_DSK2_AB,PC_IND,TRA	5.16 
A,I_DSK2_AB,PC_IND,TRB	4.75 
A,I_DSK2_AB,PC_IND,TRC	3.70 
A,I_DSK2_AB,PC_IND,XK	9.14 
A,I_DSK2_AB,PC_IND_IU3,AL	9.26 
A,I_DSK2_AB,PC_IND_IU3,AT	35.94 
A,I_DSK2_AB,PC_IND_IU3,AT1	38.06 
A,I_DSK2_AB,PC_IND_IU3,AT2	33.23 
A,I_DSK2_AB,PC_IND_IU3,AT3	34.76 
A,I_DSK2_AB,PC_IND_IU3,BA	10.82 
A,I_DSK2_AB,PC_IND_IU3,BE	30.78 
A,I_DSK2_AB,PC_IND_IU3,BE1	37.89 
A,I_DSK2_AB,PC_IND_IU3,BE2	30.51 
A,I_DSK2_AB,PC_IND_IU3,BE3	28.91 
A,I_DSK2_AB,PC_IND_IU3,BG	13.55 
A,I_DSK2_AB,PC_IND_IU3,BG3	12.71 
A,I_DSK2_AB,PC_IND_IU3,BG4	14.31 
A,I_DSK2_AB,PC_IND_IU3,CH	45.96 
A,I_DSK2_AB,PC_IND_IU3,CY	19.46 
A,I_DSK2_AB,PC_IND_IU3,CZ	39.50 
A,I_DSK2_AB,PC_IND_IU3,DE	25.60 
A,I_DSK2_AB,PC_IND_IU3,DE1	29.18 
A,I_DSK2_AB,PC_IND_IU3,DE2	20.85 
A,I_DSK2_AB,PC_IND_IU3,DE3	39.14 
A,I_DSK2_AB,PC_IND_IU3,DE4	26.85 
A,I_DSK2_AB,PC_IND_IU3,DE6	34.86 
A,I_DSK2_AB,PC_IND_IU3,DE7	22.19 
A,I_DSK2_AB,PC_IND_IU3,DE8	11.63 u
A,I_DSK2_AB,PC_IND_IU3,DE9	26.55 
A,I_DSK2_AB,PC_IND_IU3,DEA	27.41 
A,I_DSK2_AB,PC_IND_IU3,DED	26.99 
A,I_DSK2_AB,PC_IND_IU3,DEE	15.44 
A,I_DSK2_AB,PC_IND_IU3,DEF	27.01 
A,I_DSK2_AB,PC_IND_IU3,DK	53.20 
A,I_DSK2_AB,PC_IND_IU3,EE	35.47 
A,I_DSK2_AB,PC_IND_IU3,EL	30.82 
A,I_DSK2_AB,PC_IND_IU3,EL3	25.00 
A,I_DSK2_AB,PC_IND_IU3,EL4	33.69 
A,I_DSK2_AB,PC_IND_IU3,EL5	39.38 
A,I_DSK2_AB,PC_IND_IU3,EL6	28.88 
A,I_DSK2_AB,PC_IND_IU3,ES	40.34 
A,I_DSK2_AB,PC_IND_IU3,ES1	39.08 
A,I_DSK2_AB,PC_IND_IU3,ES2	38.13 
A,I_DSK2_AB,PC_IND_IU3,ES3	45.64 
A,I_DSK2_AB,PC_IND_IU3,ES4	36.36 
A,I_DSK2_AB,PC_IND_IU3,ES5	42.59 
A,I_DSK2_AB,PC_IND_IU3,ES6	37.45 
A,I_DSK2_AB,PC_IND_IU3,ES7	37.74 
A,I_DSK2_AB,PC_IND_IU3,FI	55.99 
A,I_DSK2_AB,PC_IND_IU3,FR	36.84 
A,I_DSK2_AB,PC_IND_IU3,FR1	42.53 u
A,I_DSK2_AB,PC_IND_IU3,FRB	36.00 u
A,I_DSK2_AB,PC_IND_IU3,FRC	27.56 u
A,I_DSK2_AB,PC_IND_IU3,FRD	34.90 u
A,I_DSK2_AB,PC_IND_IU3,FRE	32.95 u
A,I_DSK2_AB,PC_IND_IU3,FRF	33.01 u
A,I_DSK2_AB,PC_IND_IU3,FRG	38.91 u
A,I_DSK2_AB,PC_IND_IU3,FRH	37.19 u
A,I_DSK2_AB,PC_IND_IU3,FRI	34.90 u
A,I_DSK2_AB,PC_IND_IU3,FRJ	36.41 u
A,I_DSK2_AB,PC_IND_IU3,FRK	39.64 u
A,I_DSK2_AB,PC_IND_IU3,FRL	35.48 u
A,I_DSK2_AB,PC_IND_IU3,FRM	41.73 u
A,I_DSK2_AB,PC_IND_IU3,FRY	32.13 u
A,I_DSK2_AB,PC_IND_IU3,HR	32.20 
A,I_DSK2_AB,PC_IND_IU3,HU	36.69 
A,I_DSK2_AB,PC_IND_IU3,HU1	48.39 
A,I_DSK2_AB,PC_IND_IU3,HU2	31.31 
A,I_DSK2_AB,PC_IND_IU3,HU3	30.70 
A,I_DSK2_AB,PC_IND_IU3,IE	54.53 
A,I_DSK2_AB,PC_IND_IU3,IT	34.89 
A,I_DSK2_AB,PC_IND_IU3,ITC	39.10 
A,I_DSK2_AB,PC_IND_IU3,ITF	27.63 
A,I_DSK2_AB,PC_IND_IU3,ITG	28.87 
A,I_DSK2_AB,PC_IND_IU3,ITH	38.63 
A,I_DSK2_AB,PC_IND_IU3,ITI	36.18 
A,I_DSK2_AB,PC_IND_IU3,LT	30.60 
A,I_DSK2_AB,PC_IND_IU3,LU	28.36 
A,I_DSK2_AB,PC_IND_IU3,LV	21.30 
A,I_DSK2_AB,PC_IND_IU3,ME	11.38 
A,I_DSK2_AB,PC_IND_IU3,MK	6.67 
A,I_DSK2_AB,PC_IND_IU3,MT	39.62 
A,I_DSK2_AB,PC_IND_IU3,NL	55.78 
A,I_DSK2_AB,PC_IND_IU3,NL1	50.49 
A,I_DSK2_AB,PC_IND_IU3,NL2	53.18 
A,I_DSK2_AB,PC_IND_IU3,NL3	59.56 
A,I_DSK2_AB,PC_IND_IU3,NL4	52.13 
A,I_DSK2_AB,PC_IND_IU3,NO	51.77 
A,I_DSK2_AB,PC_IND_IU3,PL	26.26 
A,I_DSK2_AB,PC_IND_IU3,PL2	30.27 
A,I_DSK2_AB,PC_IND_IU3,PL4	24.78 
A,I_DSK2_AB,PC_IND_IU3,PL5	24.99 
A,I_DSK2_AB,PC_IND_IU3,PL6	23.08 
A,I_DSK2_AB,PC_IND_IU3,PL7	18.52 
A,I_DSK2_AB,PC_IND_IU3,PL8	20.24 
A,I_DSK2_AB,PC_IND_IU3,PL9	36.38 
A,I_DSK2_AB,PC_IND_IU3,PT	35.75 
A,I_DSK2_AB,PC_IND_IU3,PT1	36.29 
A,I_DSK2_AB,PC_IND_IU3,PT2	24.52 
A,I_DSK2_AB,PC_IND_IU3,PT3	25.46 
A,I_DSK2_AB,PC_IND_IU3,RO	11.95 
A,I_DSK2_AB,PC_IND_IU3,RO1	12.68 
A,I_DSK2_AB,PC_IND_IU3,RO2	9.87 
A,I_DSK2_AB,PC_IND_IU3,RO3	15.58 
A,I_DSK2_AB,PC_IND_IU3,RO4	8.81 
A,I_DSK2_AB,PC_IND_IU3,RS	14.26 
A,I_DSK2_AB,PC_IND_IU3,RS1	17.58 
A,I_DSK2_AB,PC_IND_IU3,RS2	10.58 
A,I_DSK2_AB,PC_IND_IU3,SE	38.78 
A,I_DSK2_AB,PC_IND_IU3,SE1	40.36 
A,I_DSK2_AB,PC_IND_IU3,SE2	38.03 
A,I_DSK2_AB,PC_IND_IU3,SE3	36.82 
A,I_DSK2_AB,PC_IND_IU3,SI	21.62 
A,I_DSK2_AB,PC_IND_IU3,SK	22.88 
A,I_DSK2_AB,PC_IND_IU3,TR	11.04 
A,I_DSK2_AB,PC_IND_IU3,TR1	15.42 
A,I_DSK2_AB,PC_IND_IU3,TR2	9.59 
A,I_DSK2_AB,PC_IND_IU3,TR3	10.29 
A,I_DSK2_AB,PC_IND_IU3,TR4	15.86 
A,I_DSK2_AB,PC_IND_IU3,TR5	14.49 
A,I_DSK2_AB,PC_IND_IU3,TR6	8.71 
A,I_DSK2_AB,PC_IND_IU3,TR7	7.39 
A,I_DSK2_AB,PC_IND_IU3,TR8	8.82 
A,I_DSK2_AB,PC_IND_IU3,TR9	7.87 
A,I_DSK2_AB,PC_IND_IU3,TRA	6.12 
A,I_DSK2_AB,PC_IND_IU3,TRB	6.04 
A,I_DSK2_AB,PC_IND_IU3,TRC	4.27 
A,I_DSK2_AB,PC_IND_IU3,XK	9.29 
A,I_DSK2_B,PC_IND,AL	19.57 
A,I_DSK2_B,PC_IND,AT	35.52 
A,I_DSK2_B,PC_IND,AT1	33.84 
A,I_DSK2_B,PC_IND,AT2	38.39 
A,I_DSK2_B,PC_IND,AT3	35.99 
A,I_DSK2_B,PC_IND,BA	26.50 
A,I_DSK2_B,PC_IND,BE	31.53 
A,I_DSK2_B,PC_IND,BE1	29.37 
A,I_DSK2_B,PC_IND,BE2	31.61 
A,I_DSK2_B,PC_IND,BE3	32.11 
A,I_DSK2_B,PC_IND,BG	26.49 
A,I_DSK2_B,PC_IND,BG3	24.27 
A,I_DSK2_B,PC_IND,BG4	28.52 
A,I_DSK2_B,PC_IND,CH	32.55 
A,I_DSK2_B,PC_IND,CY	37.49 
A,I_DSK2_B,PC_IND,CZ	33.11 
A,I_DSK2_B,PC_IND,DE	35.33 
A,I_DSK2_B,PC_IND,DE1	39.13 
A,I_DSK2_B,PC_IND,DE2	27.94 
A,I_DSK2_B,PC_IND,DE3	32.81 
A,I_DSK2_B,PC_IND,DE4	37.46 
A,I_DSK2_B,PC_IND,DE6	29.06 
A,I_DSK2_B,PC_IND,DE7	31.27 
A,I_DSK2_B,PC_IND,DE8	33.28 
A,I_DSK2_B,PC_IND,DE9	39.55 
A,I_DSK2_B,PC_IND,DEA	37.97 
A,I_DSK2_B,PC_IND,DED	36.35 
A,I_DSK2_B,PC_IND,DEE	29.26 
A,I_DSK2_B,PC_IND,DEF	38.81 
A,I_DSK2_B,PC_IND,DK	28.41 
A,I_DSK2_B,PC_IND,EE	28.87 
A,I_DSK2_B,PC_IND,EL	23.49 
A,I_DSK2_B,PC_IND,EL3	26.92 
A,I_DSK2_B,PC_IND,EL4	25.55 
A,I_DSK2_B,PC_IND,EL5	22.11 
A,I_DSK2_B,PC_IND,EL6	18.84 
A,I_DSK2_B,PC_IND,ES	27.65 
A,I_DSK2_B,PC_IND,ES1	25.89 
A,I_DSK2_B,PC_IND,ES2	29.36 
A,I_DSK2_B,PC_IND,ES3	27.18 
A,I_DSK2_B,PC_IND,ES4	27.59 
A,I_DSK2_B,PC_IND,ES5	27.43 
A,I_DSK2_B,PC_IND,ES6	27.74 
A,I_DSK2_B,PC_IND,ES7	30.05 
A,I_DSK2_B,PC_IND,FI	26.07 
A,I_DSK2_B,PC_IND,FR	30.75 
A,I_DSK2_B,PC_IND,FR1	30.05 u
A,I_DSK2_B,PC_IND,FRB	28.57 u
A,I_DSK2_B,PC_IND,FRC	33.08 u
A,I_DSK2_B,PC_IND,FRD	29.34 u
A,I_DSK2_B,PC_IND,FRE	29.91 u
A,I_DSK2_B,PC_IND,FRF	30.68 u
A,I_DSK2_B,PC_IND,FRG	29.74 u
A,I_DSK2_B,PC_IND,FRH	32.41 u
A,I_DSK2_B,PC_IND,FRI	32.12 u
A,I_DSK2_B,PC_IND,FRJ	31.54 u
A,I_DSK2_B,PC_IND,FRK	31.59 u
A,I_DSK2_B,PC_IND,FRL	33.52 u
A,I_DSK2_B,PC_IND,FRM	28.75 u
A,I_DSK2_B,PC_IND,FRY	21.50 u
A,I_DSK2_B,PC_IND,HR	35.72 
A,I_DSK2_B,PC_IND,HU	23.27 
A,I_DSK2_B,PC_IND,HU1	22.75 
A,I_DSK2_B,PC_IND,HU2	24.58 
A,I_DSK2_B,PC_IND,HU3	22.67 
A,I_DSK2_B,PC_IND,IE	28.42 
A,I_DSK2_B,PC_IND,IT	22.76 
A,I_DSK2_B,PC_IND,ITC	24.02 
A,I_DSK2_B,PC_IND,ITF	20.12 
A,I_DSK2_B,PC_IND,ITG	22.34 
A,I_DSK2_B,PC_IND,ITH	23.97 
A,I_DSK2_B,PC_IND,ITI	23.15 
A,I_DSK2_B,PC_IND,LT	26.48 
A,I_DSK2_B,PC_IND,LU	34.29 
A,I_DSK2_B,PC_IND,LV	28.30 
A,I_DSK2_B,PC_IND,ME	33.48 
A,I_DSK2_B,PC_IND,MK	22.35 
A,I_DSK2_B,PC_IND,MT	28.76 
A,I_DSK2_B,PC_IND,NL	27.99 
A,I_DSK2_B,PC_IND,NL1	30.59 
A,I_DSK2_B,PC_IND,NL2	31.17 
A,I_DSK2_B,PC_IND,NL3	25.74 
A,I_DSK2_B,PC_IND,NL4	28.78 
A,I_DSK2_B,PC_IND,NO	28.64 
A,I_DSK2_B,PC_IND,PL	26.87 
A,I_DSK2_B,PC_IND,PL2	26.69 
A,I_DSK2_B,PC_IND,PL4	26.02 
A,I_DSK2_B,PC_IND,PL5	30.27 
A,I_DSK2_B,PC_IND,PL6	26.08 
A,I_DSK2_B,PC_IND,PL7	29.82 
A,I_DSK2_B,PC_IND,PL8	24.05 
A,I_DSK2_B,PC_IND,PL9	27.83 
A,I_DSK2_B,PC_IND,PT	27.18 
A,I_DSK2_B,PC_IND,PT1	27.11 
A,I_DSK2_B,PC_IND,PT2	31.09 
A,I_DSK2_B,PC_IND,PT3	26.14 
A,I_DSK2_B,PC_IND,RO	20.71 
A,I_DSK2_B,PC_IND,RO1	17.94 
A,I_DSK2_B,PC_IND,RO2	21.81 
A,I_DSK2_B,PC_IND,RO3	23.38 
A,I_DSK2_B,PC_IND,RO4	18.89 
A,I_DSK2_B,PC_IND,RS	29.18 
A,I_DSK2_B,PC_IND,RS1	29.63 
A,I_DSK2_B,PC_IND,RS2	28.69 
A,I_DSK2_B,PC_IND,SE	31.88 
A,I_DSK2_B,PC_IND,SE1	31.12 
A,I_DSK2_B,PC_IND,SE2	33.08 
A,I_DSK2_B,PC_IND,SE3	30.76 
A,I_DSK2_B,PC_IND,SI	26.70 
A,I_DSK2_B,PC_IND,SK	32.40 
A,I_DSK2_B,PC_IND,TR	21.57 
A,I_DSK2_B,PC_IND,TR1	24.59 
A,I_DSK2_B,PC_IND,TR2	18.37 
A,I_DSK2_B,PC_IND,TR3	20.74 
A,I_DSK2_B,PC_IND,TR4	31.58 
A,I_DSK2_B,PC_IND,TR5	29.63 
A,I_DSK2_B,PC_IND,TR6	18.12 
A,I_DSK2_B,PC_IND,TR7	16.11 
A,I_DSK2_B,PC_IND,TR8	16.81 
A,I_DSK2_B,PC_IND,TR9	18.58 
A,I_DSK2_B,PC_IND,TRA	13.41 
A,I_DSK2_B,PC_IND,TRB	14.68 
A,I_DSK2_B,PC_IND,TRC	15.04 
A,I_DSK2_B,PC_IND,XK	66.44 
A,I_DSK2_B,PC_IND_IU3,AL	22.45 
A,I_DSK2_B,PC_IND_IU3,AT	37.27 
A,I_DSK2_B,PC_IND_IU3,AT1	34.99 
A,I_DSK2_B,PC_IND_IU3,AT2	41.01 
A,I_DSK2_B,PC_IND_IU3,AT3	38.09 
A,I_DSK2_B,PC_IND_IU3,BA	29.41 
A,I_DSK2_B,PC_IND_IU3,BE	32.69 
A,I_DSK2_B,PC_IND_IU3,BE1	31.07 
A,I_DSK2_B,PC_IND_IU3,BE2	32.60 
A,I_DSK2_B,PC_IND_IU3,BE3	33.38 
A,I_DSK2_B,PC_IND_IU3,BG	30.50 
A,I_DSK2_B,PC_IND_IU3,BG3	28.25 
A,I_DSK2_B,PC_IND_IU3,BG4	32.53 
A,I_DSK2_B,PC_IND_IU3,CH	32.90 
A,I_DSK2_B,PC_IND_IU3,CY	39.98 
A,I_DSK2_B,PC_IND_IU3,CZ	35.03 
A,I_DSK2_B,PC_IND_IU3,DE	37.36 
A,I_DSK2_B,PC_IND_IU3,DE1	40.79 
A,I_DSK2_B,PC_IND_IU3,DE2	29.50 
A,I_DSK2_B,PC_IND_IU3,DE3	35.26 
A,I_DSK2_B,PC_IND_IU3,DE4	41.44 
A,I_DSK2_B,PC_IND_IU3,DE6	30.13 
A,I_DSK2_B,PC_IND_IU3,DE7	32.73 
A,I_DSK2_B,PC_IND_IU3,DE8	35.57 
A,I_DSK2_B,PC_IND_IU3,DE9	41.58 
A,I_DSK2_B,PC_IND_IU3,DEA	40.10 
A,I_DSK2_B,PC_IND_IU3,DED	38.24 
A,I_DSK2_B,PC_IND_IU3,DEE	32.55 
A,I_DSK2_B,PC_IND_IU3,DEF	40.98 
A,I_DSK2_B,PC_IND_IU3,DK	28.49 
A,I_DSK2_B,PC_IND_IU3,EE	30.44 
A,I_DSK2_B,PC_IND_IU3,EL	26.34 
A,I_DSK2_B,PC_IND_IU3,EL3	28.55 
A,I_DSK2_B,PC_IND_IU3,EL4	29.66 
A,I_DSK2_B,PC_IND_IU3,EL5	24.73 
A,I_DSK2_B,PC_IND_IU3,EL6	22.92 
A,I_DSK2_B,PC_IND_IU3,ES	28.70 
A,I_DSK2_B,PC_IND_IU3,ES1	27.49 
A,I_DSK2_B,PC_IND_IU3,ES2	30.47 
A,I_DSK2_B,PC_IND_IU3,ES3	27.71 
A,I_DSK2_B,PC_IND_IU3,ES4	29.00 
A,I_DSK2_B,PC_IND_IU3,ES5	28.11 
A,I_DSK2_B,PC_IND_IU3,ES6	29.23 
A,I_DSK2_B,PC_IND_IU3,ES7	31.18 
A,I_DSK2_B,PC_IND_IU3,FI	26.58 
A,I_DSK2_B,PC_IND_IU3,FR	32.38 
A,I_DSK2_B,PC_IND_IU3,FR1	31.14 u
A,I_DSK2_B,PC_IND_IU3,FRB	29.93 u
A,I_DSK2_B,PC_IND_IU3,FRC	35.76 u
A,I_DSK2_B,PC_IND_IU3,FRD	30.88 u
A,I_DSK2_B,PC_IND_IU3,FRE	31.99 u
A,I_DSK2_B,PC_IND_IU3,FRF	32.74 u
A,I_DSK2_B,PC_IND_IU3,FRG	30.89 u
A,I_DSK2_B,PC_IND_IU3,FRH	34.00 u
A,I_DSK2_B,PC_IND_IU3,FRI	33.65 u
A,I_DSK2_B,PC_IND_IU3,FRJ	33.25 u
A,I_DSK2_B,PC_IND_IU3,FRK	33.18 u
A,I_DSK2_B,PC_IND_IU3,FRL	34.99 u
A,I_DSK2_B,PC_IND_IU3,FRM	31.10 u
A,I_DSK2_B,PC_IND_IU3,FRY	24.23 u
A,I_DSK2_B,PC_IND_IU3,HR	41.58 
A,I_DSK2_B,PC_IND_IU3,HU	25.08 
A,I_DSK2_B,PC_IND_IU3,HU1	23.90 
A,I_DSK2_B,PC_IND_IU3,HU2	26.54 
A,I_DSK2_B,PC_IND_IU3,HU3	24.94 
A,I_DSK2_B,PC_IND_IU3,IE	28.48 
A,I_DSK2_B,PC_IND_IU3,IT	25.20 
A,I_DSK2_B,PC_IND_IU3,ITC	25.85 
A,I_DSK2_B,PC_IND_IU3,ITF	23.75 
A,I_DSK2_B,PC_IND_IU3,ITG	25.77 
A,I_DSK2_B,PC_IND_IU3,ITH	25.91 
A,I_DSK2_B,PC_IND_IU3,ITI	24.85 
A,I_DSK2_B,PC_IND_IU3,LT	29.65 
A,I_DSK2_B,PC_IND_IU3,LU	34.59 
A,I_DSK2_B,PC_IND_IU3,LV	29.93 
A,I_DSK2_B,PC_IND_IU3,ME	35.53 
A,I_DSK2_B,PC_IND_IU3,MK	24.26 
A,I_DSK2_B,PC_IND_IU3,MT	29.96 
A,I_DSK2_B,PC_IND_IU3,NL	28.08 
A,I_DSK2_B,PC_IND_IU3,NL1	30.64 
A,I_DSK2_B,PC_IND_IU3,NL2	31.24 
A,I_DSK2_B,PC_IND_IU3,NL3	25.80 
A,I_DSK2_B,PC_IND_IU3,NL4	28.95 
A,I_DSK2_B,PC_IND_IU3,NO	28.99 
A,I_DSK2_B,PC_IND_IU3,PL	29.97 
A,I_DSK2_B,PC_IND_IU3,PL2	29.62 
A,I_DSK2_B,PC_IND_IU3,PL4	28.54 
A,I_DSK2_B,PC_IND_IU3,PL5	32.37 
A,I_DSK2_B,PC_IND_IU3,PL6	29.27 
A,I_DSK2_B,PC_IND_IU3,PL7	35.12 
A,I_DSK2_B,PC_IND_IU3,PL8	27.48 
A,I_DSK2_B,PC_IND_IU3,PL9	30.53 
A,I_DSK2_B,PC_IND_IU3,PT	30.38 
A,I_DSK2_B,PC_IND_IU3,PT1	30.29 
A,I_DSK2_B,PC_IND_IU3,PT2	34.86 
A,I_DSK2_B,PC_IND_IU3,PT3	29.60 
A,I_DSK2_B,PC_IND_IU3,RO	22.24 
A,I_DSK2_B,PC_IND_IU3,RO1	19.07 
A,I_DSK2_B,PC_IND_IU3,RO2	23.66 
A,I_DSK2_B,PC_IND_IU3,RO3	25.04 
A,I_DSK2_B,PC_IND_IU3,RO4	20.31 
A,I_DSK2_B,PC_IND_IU3,RS	32.40 
A,I_DSK2_B,PC_IND_IU3,RS1	32.30 
A,I_DSK2_B,PC_IND_IU3,RS2	32.52 
A,I_DSK2_B,PC_IND_IU3,SE	32.45 
A,I_DSK2_B,PC_IND_IU3,SE1	31.76 
A,I_DSK2_B,PC_IND_IU3,SE2	33.58 
A,I_DSK2_B,PC_IND_IU3,SE3	31.31 
A,I_DSK2_B,PC_IND_IU3,SI	29.16 
A,I_DSK2_B,PC_IND_IU3,SK	35.03 
A,I_DSK2_B,PC_IND_IU3,TR	24.03 
A,I_DSK2_B,PC_IND_IU3,TR1	25.58 
A,I_DSK2_B,PC_IND_IU3,TR2	20.96 
A,I_DSK2_B,PC_IND_IU3,TR3	23.39 
A,I_DSK2_B,PC_IND_IU3,TR4	34.07 
A,I_DSK2_B,PC_IND_IU3,TR5	32.81 
A,I_DSK2_B,PC_IND_IU3,TR6	20.30 
A,I_DSK2_B,PC_IND_IU3,TR7	18.19 
A,I_DSK2_B,PC_IND_IU3,TR8	19.34 
A,I_DSK2_B,PC_IND_IU3,TR9	21.90 
A,I_DSK2_B,PC_IND_IU3,TRA	15.93 
