freq,indic_is,unit,geo,year,value_raw,value,indic_is_label,unit_label,geo_label,nuts1_name,country_code,nuts_level
A,I_DSK2_CC_B,PC_IND,ES3,2025,3.33 ,3.33,Individuals with basic communication and collaboration skills,Percentage of individuals,Comunidad de Madrid,Comunidad de Madrid,ES,1
A,I_DSK2_CC_B,PC_IND,ES4,2025,4.78 ,4.78,Individuals with basic communication and collaboration skills,Percentage of individuals,Centro (ES),Centro (ES),ES,1
A,I_DSK2_CC_B,PC_IND,ES5,2025,3.19 ,3.19,Individuals with basic communication and collaboration skills,Percentage of individuals,Este,Este,ES,1
A,I_DSK2_CC_B,PC_IND,ES6,2025,4.08 ,4.08,Individuals with basic communication and collaboration skills,Percentage of individuals,Sur,Sur,ES,1
A,I_DSK2_CC_B,PC_IND,ES7,2025,3.92 ,3.92,Individuals with basic communication and collaboration skills,Percentage of individuals,Canarias,Canarias,ES,1
A,I_DSK2_CC_B,PC_IND,FR1,2025,6.21 u,6.21,Individuals with basic communication and collaboration skills,Percentage of individuals,Ile de France,Ile-de-France,FR,1
A,I_DSK2_CC_B,PC_IND,FRB,2025,7.47 u,7.47,Individuals with basic communication and collaboration skills,Percentage of individuals,Centre — Val de Loire,Centre — Val de Loire,FR,1
A,I_DSK2_CC_B,PC_IND,FRC,2025,9.03 u,9.03,Individuals with basic communication and collaboration skills,Percentage of individuals,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté,FR,1
A,I_DSK2_CC_B,PC_IND,FRD,2025,8.44 u,8.44,Individuals with basic communication and collaboration skills,Percentage of individuals,Normandie,Normandie,FR,1
A,I_DSK2_CC_B,PC_IND,FRE,2025,9.13 u,9.13,Individuals with basic communication and collaboration skills,Percentage of individuals,Hauts-de-France,Hauts-de-France,FR,1
A,I_DSK2_CC_B,PC_IND,FRF,2025,9.19 u,9.19,Individuals with basic communication and collaboration skills,Percentage of individuals,Grand Est,Grand Est,FR,1
A,I_DSK2_CC_B,PC_IND,FRG,2025,7.38 u,7.38,Individuals with basic communication and collaboration skills,Percentage of individuals,Pays de la Loire,Pays de la Loire,FR,1
A,I_DSK2_CC_B,PC_IND,FRH,2025,8.83 u,8.83,Individuals with basic communication and collaboration skills,Percentage of individuals,Bretagne,Bretagne,FR,1
A,I_DSK2_CC_B,PC_IND,FRI,2025,8.92 u,8.92,Individuals with basic communication and collaboration skills,Percentage of individuals,Nouvelle-Aquitaine,Nouvelle-Aquitaine,FR,1
A,I_DSK2_CC_B,PC_IND,FRJ,2025,10.78 u,10.78,Individuals with basic communication and collaboration skills,Percentage of individuals,Occitanie,Occitanie,FR,1
A,I_DSK2_CC_B,PC_IND,FRK,2025,8.78 u,8.78,Individuals with basic communication and collaboration skills,Percentage of individuals,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,FR,1
A,I_DSK2_CC_B,PC_IND,FRL,2025,6.89 u,6.89,Individuals with basic communication and collaboration skills,Percentage of individuals,Provence-Alpes-Côte d’Azur,Provence-Alpes-Côte d’Azur,FR,1
A,I_DSK2_CC_B,PC_IND,FRM,2025,9.99 u,9.99,Individuals with basic communication and collaboration skills,Percentage of individuals,Corse,Corse,FR,1
A,I_DSK2_CC_B,PC_IND,FRY,2025,5.12 u,5.12,Individuals with basic communication and collaboration skills,Percentage of individuals,RUP FR — Régions Ultrapériphériques Françaises,RUP FR — Régions Ultrapériphériques Françaises,FR,1
A,I_DSK2_CC_B,PC_IND,HU1,2025,5.17 ,5.17,Individuals with basic communication and collaboration skills,Percentage of individuals,Közép-Magyarország,Közép-Magyarország,HU,1
A,I_DSK2_CC_B,PC_IND,HU2,2025,5.11 ,5.11,Individuals with basic communication and collaboration skills,Percentage of individuals,Dunántúl,Dunántúl,HU,1
A,I_DSK2_CC_B,PC_IND,HU3,2025,6.26 ,6.26,Individuals with basic communication and collaboration skills,Percentage of individuals,Alföld és Észak,Alföld és Észak,HU,1
A,I_DSK2_CC_B,PC_IND,ITC,2025,3.65 ,3.65,Individuals with basic communication and collaboration skills,Percentage of individuals,Nord-Ovest,Nord-Ovest,IT,1
A,I_DSK2_CC_B,PC_IND,ITF,2025,4.02 ,4.02,Individuals with basic communication and collaboration skills,Percentage of individuals,Sud,Sud,IT,1
A,I_DSK2_CC_B,PC_IND,ITG,2025,3.90 ,3.9,Individuals with basic communication and collaboration skills,Percentage of individuals,Isole,Isole,IT,1
A,I_DSK2_CC_B,PC_IND,ITH,2025,3.70 ,3.7,Individuals with basic communication and collaboration skills,Percentage of individuals,Nord-Est,Nord-Est,IT,1
A,I_DSK2_CC_B,PC_IND,ITI,2025,3.03 ,3.03,Individuals with basic communication and collaboration skills,Percentage of individuals,Centro (IT),Centro (IT),IT,1
A,I_DSK2_CC_B,PC_IND,NL1,2025,0.44 ,0.44,Individuals with basic communication and collaboration skills,Percentage of individuals,Noord-Nederland,Noord-Nederland,NL,1
A,I_DSK2_CC_B,PC_IND,NL2,2025,0.79 ,0.79,Individuals with basic communication and collaboration skills,Percentage of individuals,Oost-Nederland,Oost-Nederland,NL,1
A,I_DSK2_CC_B,PC_IND,NL3,2025,1.05 ,1.05,Individuals with basic communication and collaboration skills,Percentage of individuals,West-Nederland,West-Nederland,NL,1
A,I_DSK2_CC_B,PC_IND,NL4,2025,0.96 ,0.96,Individuals with basic communication and collaboration skills,Percentage of individuals,Zuid-Nederland,Zuid-Nederland,NL,1
A,I_DSK2_CC_B,PC_IND,PL2,2025,8.40 ,8.4,Individuals with basic communication and collaboration skills,Percentage of individuals,Makroregion południowy,Makroregion południowy,PL,1
A,I_DSK2_CC_B,PC_IND,PL4,2025,8.84 ,8.84,Individuals with basic communication and collaboration skills,Percentage of individuals,Makroregion północno-zachodni,Makroregion północno-zachodni,PL,1
A,I_DSK2_CC_B,PC_IND,PL5,2025,9.55 ,9.55,Individuals with basic communication and collaboration skills,Percentage of individuals,Makroregion południowo-zachodni,Makroregion południowo-zachodni,PL,1
A,I_DSK2_CC_B,PC_IND,PL6,2025,10.95 ,10.95,Individuals with basic communication and collaboration skills,Percentage of individuals,Makroregion północny,Makroregion północny,PL,1
A,I_DSK2_CC_B,PC_IND,PL7,2025,7.02 ,7.02,Individuals with basic communication and collaboration skills,Percentage of individuals,Makroregion centralny,Makroregion centralny,PL,1
A,I_DSK2_CC_B,PC_IND,PL8,2025,7.33 ,7.33,Individuals with basic communication and collaboration skills,Percentage of individuals,Makroregion wschodni,Makroregion wschodni,PL,1
A,I_DSK2_CC_B,PC_IND,PL9,2025,7.57 ,7.57,Individuals with basic communication and collaboration skills,Percentage of individuals,Makroregion województwo mazowieckie,Makroregion województwo mazowieckie,PL,1
A,I_DSK2_CC_B,PC_IND,PT1,2025,2.92 ,2.92,Individuals with basic communication and collaboration skills,Percentage of individuals,Continente,Continente,PT,1
A,I_DSK2_CC_B,PC_IND,PT2,2025,3.49 ,3.49,Individuals with basic communication and collaboration skills,Percentage of individuals,Região Autónoma dos Açores,Região Autónoma dos Açores,PT,1
A,I_DSK2_CC_B,PC_IND,PT3,2025,4.75 ,4.75,Individuals with basic communication and collaboration skills,Percentage of individuals,Região Autónoma da Madeira,Região Autónoma da Madeira,PT,1
A,I_DSK2_CC_B,PC_IND,RO1,2025,7.95 ,7.95,Individuals with basic communication and collaboration skills,Percentage of individuals,Macroregiunea Unu,Macroregiunea Unu,RO,1
A,I_DSK2_CC_B,PC_IND,RO2,2025,8.42 ,8.42,Individuals with basic communication and collaboration skills,Percentage of individuals,Macroregiunea Doi,Macroregiunea Doi,RO,1
A,I_DSK2_CC_B,PC_IND,RO3,2025,7.44 ,7.44,Individuals with basic communication and collaboration skills,Percentage of individuals,Macroregiunea Trei,Macroregiunea Trei,RO,1
A,I_DSK2_CC_B,PC_IND,RO4,2025,10.76 ,10.76,Individuals with basic communication and collaboration skills,Percentage of individuals,Macroregiunea Patru,Macroregiunea Patru,RO,1
A,I_DSK2_CC_B,PC_IND,RS1,2025,2.63 ,2.63,Individuals with basic communication and collaboration skills,Percentage of individuals,Srbija - sever,Serbia - sever,RS,1
A,I_DSK2_CC_B,PC_IND,RS2,2025,2.45 ,2.45,Individuals with basic communication and collaboration skills,Percentage of individuals,Srbija - jug,Serbia - jug ,RS,1
A,I_DSK2_CC_B,PC_IND,SE1,2025,5.85 ,5.85,Individuals with basic communication and collaboration skills,Percentage of individuals,Östra Sverige,Östra Sverige,SE,1
A,I_DSK2_CC_B,PC_IND,SE2,2025,6.79 ,6.79,Individuals with basic communication and collaboration skills,Percentage of individuals,Södra Sverige,Södra Sverige,SE,1
A,I_DSK2_CC_B,PC_IND,SE3,2025,8.49 ,8.49,Individuals with basic communication and collaboration skills,Percentage of individuals,Norra Sverige,Norra Sverige,SE,1
A,I_DSK2_CC_B,PC_IND,TR1,2025,1.36 ,1.36,Individuals with basic communication and collaboration skills,Percentage of individuals,İstanbul,İstanbul,TR,1
A,I_DSK2_CC_B,PC_IND,TR2,2025,3.76 ,3.76,Individuals with basic communication and collaboration skills,Percentage of individuals,Batı Marmara,Batı Marmara,TR,1
A,I_DSK2_CC_B,PC_IND,TR3,2025,2.90 ,2.9,Individuals with basic communication and collaboration skills,Percentage of individuals,Ege,Ege,TR,1
A,I_DSK2_CC_B,PC_IND,TR4,2025,1.32 ,1.32,Individuals with basic communication and collaboration skills,Percentage of individuals,Doğu Marmara,Doğu Marmara,TR,1
A,I_DSK2_CC_B,PC_IND,TR5,2025,2.44 ,2.44,Individuals with basic communication and collaboration skills,Percentage of individuals,Batı Anadolu,Batı Anadolu,TR,1
A,I_DSK2_CC_B,PC_IND,TR6,2025,2.58 ,2.58,Individuals with basic communication and collaboration skills,Percentage of individuals,Akdeniz,Akdeniz,TR,1
A,I_DSK2_CC_B,PC_IND,TR7,2025,3.87 ,3.87,Individuals with basic communication and collaboration skills,Percentage of individuals,Orta Anadolu,Orta Anadolu,TR,1
A,I_DSK2_CC_B,PC_IND,TR8,2025,2.43 ,2.43,Individuals with basic communication and collaboration skills,Percentage of individuals,Batı Karadeniz,Batı Karadeniz,TR,1
A,I_DSK2_CC_B,PC_IND,TR9,2025,2.70 ,2.7,Individuals with basic communication and collaboration skills,Percentage of individuals,Doğu Karadeniz,Doğu Karadeniz,TR,1
A,I_DSK2_CC_B,PC_IND,TRA,2025,3.33 ,3.33,Individuals with basic communication and collaboration skills,Percentage of individuals,Kuzeydoğu Anadolu,Kuzeydoğu Anadolu,TR,1
A,I_DSK2_CC_B,PC_IND,TRB,2025,1.97 ,1.97,Individuals with basic communication and collaboration skills,Percentage of individuals,Ortadoğu Anadolu,Ortadoğu Anadolu,TR,1
A,I_DSK2_CC_B,PC_IND,TRC,2025,4.12 ,4.12,Individuals with basic communication and collaboration skills,Percentage of individuals,Güneydoğu Anadolu,Güneydoğu Anadolu,TR,1
A,I_DSK2_CC_B,PC_IND_IU3,AT1,2025,4.72 ,4.72,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Ostösterreich,Ostösterreich,AT,1
A,I_DSK2_CC_B,PC_IND_IU3,AT2,2025,3.29 ,3.29,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Südösterreich,Südösterreich,AT,1
A,I_DSK2_CC_B,PC_IND_IU3,AT3,2025,3.20 ,3.2,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Westösterreich,Westösterreich,AT,1
A,I_DSK2_CC_B,PC_IND_IU3,BE1,2025,8.63 ,8.63,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BE,1
A,I_DSK2_CC_B,PC_IND_IU3,BE2,2025,8.09 ,8.09,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Vlaams Gewest,Vlaams Gewest,BE,1
A,I_DSK2_CC_B,PC_IND_IU3,BE3,2025,10.06 ,10.06,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Région wallonne,Région wallonne,BE,1
A,I_DSK2_CC_B,PC_IND_IU3,BG3,2025,8.44 ,8.44,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Severna i Yugoiztochna Bulgaria,Severna i Yugoiztochna Bulgaria,BG,1
A,I_DSK2_CC_B,PC_IND_IU3,BG4,2025,7.40 ,7.4,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Yugozapadna i Yuzhna tsentralna Bulgaria,Yugozapadna i Yuzhna tsentralna Bulgaria,BG,1
A,I_DSK2_CC_B,PC_IND_IU3,DE1,2025,4.98 u,4.98,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Baden-Württemberg,Baden-Württemberg,DE,1
A,I_DSK2_CC_B,PC_IND_IU3,DE2,2025,4.95 ,4.95,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Bayern,Bayern,DE,1
A,I_DSK2_CC_B,PC_IND_IU3,DE3,2025,6.42 ,6.42,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Berlin,Berlin,DE,1
A,I_DSK2_CC_B,PC_IND_IU3,DE4,2025,4.36 ,4.36,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Brandenburg,Brandenburg,DE,1
A,I_DSK2_CC_B,PC_IND_IU3,DE6,2025,4.13 ,4.13,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Hamburg,Hamburg,DE,1
A,I_DSK2_CC_B,PC_IND_IU3,DE7,2025,5.30 ,5.3,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Hessen,Hessen,DE,1
A,I_DSK2_CC_B,PC_IND_IU3,DE8,2025,6.78 u,6.78,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,DE,1
A,I_DSK2_CC_B,PC_IND_IU3,DE9,2025,5.18 ,5.18,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Niedersachsen,Niedersachsen,DE,1
A,I_DSK2_CC_B,PC_IND_IU3,DEA,2025,3.31 ,3.31,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Nordrhein-Westfalen,Nordrhein-Westfalen,DE,1
A,I_DSK2_CC_B,PC_IND_IU3,DED,2025,5.34 ,5.34,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Sachsen,Sachsen,DE,1
A,I_DSK2_CC_B,PC_IND_IU3,DEE,2025,6.42 ,6.42,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Sachsen-Anhalt,Sachsen-Anhalt,DE,1
A,I_DSK2_CC_B,PC_IND_IU3,DEF,2025,4.94 ,4.94,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Schleswig-Holstein,Schleswig-Holstein,DE,1
A,I_DSK2_CC_B,PC_IND_IU3,EL3,2025,6.30 ,6.3,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Attiki,Attiki,EL,1
A,I_DSK2_CC_B,PC_IND_IU3,EL4,2025,3.38 ,3.38,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,"Nisia Aigaiou, Kriti","Nisia Aigaiou, Kriti",EL,1
A,I_DSK2_CC_B,PC_IND_IU3,EL5,2025,1.30 ,1.3,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Voreia Elláda,Voreia Elláda,EL,1
A,I_DSK2_CC_B,PC_IND_IU3,EL6,2025,1.85 ,1.85,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Kentriki Elláda,Kentriki Elláda,EL,1
A,I_DSK2_CC_B,PC_IND_IU3,ES1,2025,5.88 ,5.88,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Noroeste,Noroeste,ES,1
A,I_DSK2_CC_B,PC_IND_IU3,ES2,2025,4.43 ,4.43,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Noreste,Noreste,ES,1
A,I_DSK2_CC_B,PC_IND_IU3,ES3,2025,3.39 ,3.39,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Comunidad de Madrid,Comunidad de Madrid,ES,1
A,I_DSK2_CC_B,PC_IND_IU3,ES4,2025,5.03 ,5.03,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Centro (ES),Centro (ES),ES,1
A,I_DSK2_CC_B,PC_IND_IU3,ES5,2025,3.27 ,3.27,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Este,Este,ES,1
A,I_DSK2_CC_B,PC_IND_IU3,ES6,2025,4.30 ,4.3,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Sur,Sur,ES,1
A,I_DSK2_CC_B,PC_IND_IU3,ES7,2025,4.07 ,4.07,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Canarias,Canarias,ES,1
A,I_DSK2_CC_B,PC_IND_IU3,FR1,2025,6.43 u,6.43,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Ile de France,Ile-de-France,FR,1
A,I_DSK2_CC_B,PC_IND_IU3,FRB,2025,7.82 u,7.82,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Centre — Val de Loire,Centre — Val de Loire,FR,1
A,I_DSK2_CC_B,PC_IND_IU3,FRC,2025,9.77 u,9.77,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté,FR,1
A,I_DSK2_CC_B,PC_IND_IU3,FRD,2025,8.89 u,8.89,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Normandie,Normandie,FR,1
A,I_DSK2_CC_B,PC_IND_IU3,FRE,2025,9.76 u,9.76,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Hauts-de-France,Hauts-de-France,FR,1
A,I_DSK2_CC_B,PC_IND_IU3,FRF,2025,9.80 u,9.8,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Grand Est,Grand Est,FR,1
A,I_DSK2_CC_B,PC_IND_IU3,FRG,2025,7.67 u,7.67,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Pays de la Loire,Pays de la Loire,FR,1
A,I_DSK2_CC_B,PC_IND_IU3,FRH,2025,9.27 u,9.27,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Bretagne,Bretagne,FR,1
A,I_DSK2_CC_B,PC_IND_IU3,FRI,2025,9.35 u,9.35,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Nouvelle-Aquitaine,Nouvelle-Aquitaine,FR,1
A,I_DSK2_CC_B,PC_IND_IU3,FRJ,2025,11.36 u,11.36,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Occitanie,Occitanie,FR,1
A,I_DSK2_CC_B,PC_IND_IU3,FRK,2025,9.23 u,9.23,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,FR,1
A,I_DSK2_CC_B,PC_IND_IU3,FRL,2025,7.19 u,7.19,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Provence-Alpes-Côte d’Azur,Provence-Alpes-Côte d’Azur,FR,1
A,I_DSK2_CC_B,PC_IND_IU3,FRM,2025,10.80 u,10.8,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Corse,Corse,FR,1
A,I_DSK2_CC_B,PC_IND_IU3,FRY,2025,5.77 u,5.77,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,RUP FR — Régions Ultrapériphériques Françaises,RUP FR — Régions Ultrapériphériques Françaises,FR,1
A,I_DSK2_CC_B,PC_IND_IU3,HU1,2025,5.43 ,5.43,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Közép-Magyarország,Közép-Magyarország,HU,1
A,I_DSK2_CC_B,PC_IND_IU3,HU2,2025,5.52 ,5.52,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Dunántúl,Dunántúl,HU,1
A,I_DSK2_CC_B,PC_IND_IU3,HU3,2025,6.89 ,6.89,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Alföld és Észak,Alföld és Észak,HU,1
A,I_DSK2_CC_B,PC_IND_IU3,ITC,2025,3.93 ,3.93,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Nord-Ovest,Nord-Ovest,IT,1
A,I_DSK2_CC_B,PC_IND_IU3,ITF,2025,4.75 ,4.75,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Sud,Sud,IT,1
A,I_DSK2_CC_B,PC_IND_IU3,ITG,2025,4.50 ,4.5,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Isole,Isole,IT,1
A,I_DSK2_CC_B,PC_IND_IU3,ITH,2025,4.00 ,4.0,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Nord-Est,Nord-Est,IT,1
A,I_DSK2_CC_B,PC_IND_IU3,ITI,2025,3.25 ,3.25,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Centro (IT),Centro (IT),IT,1
A,I_DSK2_CC_B,PC_IND_IU3,NL1,2025,0.44 ,0.44,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Noord-Nederland,Noord-Nederland,NL,1
A,I_DSK2_CC_B,PC_IND_IU3,NL2,2025,0.80 ,0.8,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Oost-Nederland,Oost-Nederland,NL,1
A,I_DSK2_CC_B,PC_IND_IU3,NL3,2025,1.05 ,1.05,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,West-Nederland,West-Nederland,NL,1
A,I_DSK2_CC_B,PC_IND_IU3,NL4,2025,0.97 ,0.97,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Zuid-Nederland,Zuid-Nederland,NL,1
A,I_DSK2_CC_B,PC_IND_IU3,PL2,2025,9.32 ,9.32,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Makroregion południowy,Makroregion południowy,PL,1
A,I_DSK2_CC_B,PC_IND_IU3,PL4,2025,9.69 ,9.69,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Makroregion północno-zachodni,Makroregion północno-zachodni,PL,1
A,I_DSK2_CC_B,PC_IND_IU3,PL5,2025,10.21 ,10.21,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Makroregion południowo-zachodni,Makroregion południowo-zachodni,PL,1
A,I_DSK2_CC_B,PC_IND_IU3,PL6,2025,12.29 ,12.29,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Makroregion północny,Makroregion północny,PL,1
A,I_DSK2_CC_B,PC_IND_IU3,PL7,2025,8.26 ,8.26,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Makroregion centralny,Makroregion centralny,PL,1
A,I_DSK2_CC_B,PC_IND_IU3,PL8,2025,8.38 ,8.38,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Makroregion wschodni,Makroregion wschodni,PL,1
A,I_DSK2_CC_B,PC_IND_IU3,PL9,2025,8.30 ,8.3,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Makroregion województwo mazowieckie,Makroregion województwo mazowieckie,PL,1
A,I_DSK2_CC_B,PC_IND_IU3,PT1,2025,3.27 ,3.27,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Continente,Continente,PT,1
A,I_DSK2_CC_B,PC_IND_IU3,PT2,2025,3.92 ,3.92,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Região Autónoma dos Açores,Região Autónoma dos Açores,PT,1
A,I_DSK2_CC_B,PC_IND_IU3,PT3,2025,5.38 ,5.38,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Região Autónoma da Madeira,Região Autónoma da Madeira,PT,1
A,I_DSK2_CC_B,PC_IND_IU3,RO1,2025,8.45 ,8.45,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Macroregiunea Unu,Macroregiunea Unu,RO,1
A,I_DSK2_CC_B,PC_IND_IU3,RO2,2025,9.14 ,9.14,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Macroregiunea Doi,Macroregiunea Doi,RO,1
A,I_DSK2_CC_B,PC_IND_IU3,RO3,2025,7.97 ,7.97,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Macroregiunea Trei,Macroregiunea Trei,RO,1
A,I_DSK2_CC_B,PC_IND_IU3,RO4,2025,11.57 ,11.57,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Macroregiunea Patru,Macroregiunea Patru,RO,1
A,I_DSK2_CC_B,PC_IND_IU3,RS1,2025,2.86 ,2.86,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Srbija - sever,Serbia - sever,RS,1
A,I_DSK2_CC_B,PC_IND_IU3,RS2,2025,2.78 ,2.78,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Srbija - jug,Serbia - jug ,RS,1
A,I_DSK2_CC_B,PC_IND_IU3,SE1,2025,5.97 ,5.97,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Östra Sverige,Östra Sverige,SE,1
A,I_DSK2_CC_B,PC_IND_IU3,SE2,2025,6.90 ,6.9,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Södra Sverige,Södra Sverige,SE,1
A,I_DSK2_CC_B,PC_IND_IU3,SE3,2025,8.65 ,8.65,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Norra Sverige,Norra Sverige,SE,1
A,I_DSK2_CC_B,PC_IND_IU3,TR1,2025,1.42 ,1.42,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,İstanbul,İstanbul,TR,1
A,I_DSK2_CC_B,PC_IND_IU3,TR2,2025,4.29 ,4.29,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Batı Marmara,Batı Marmara,TR,1
A,I_DSK2_CC_B,PC_IND_IU3,TR3,2025,3.27 ,3.27,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Ege,Ege,TR,1
A,I_DSK2_CC_B,PC_IND_IU3,TR4,2025,1.43 ,1.43,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Doğu Marmara,Doğu Marmara,TR,1
A,I_DSK2_CC_B,PC_IND_IU3,TR5,2025,2.71 ,2.71,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Batı Anadolu,Batı Anadolu,TR,1
A,I_DSK2_CC_B,PC_IND_IU3,TR6,2025,2.90 ,2.9,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Akdeniz,Akdeniz,TR,1
A,I_DSK2_CC_B,PC_IND_IU3,TR7,2025,4.37 ,4.37,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Orta Anadolu,Orta Anadolu,TR,1
A,I_DSK2_CC_B,PC_IND_IU3,TR8,2025,2.80 ,2.8,Individuals with basic communication and collaboration skills,Percentage of individuals who used internet in the last 3 months,Batı Karadeniz,Batı Karadeniz,TR,1
