freq,indic_is,unit,geo,year,value_raw,value
A,I_DSK2_CC_BAB,PC_IND_IU3,NL2,2025,99.57 ,99.57
A,I_DSK2_CC_BAB,PC_IND_IU3,NL3,2025,99.86 ,99.86
A,I_DSK2_CC_BAB,PC_IND_IU3,NL4,2025,99.83 ,99.83
A,I_DSK2_CC_BAB,PC_IND_IU3,NO,2025,99.04 ,99.04
A,I_DSK2_CC_BAB,PC_IND_IU3,PL,2025,94.54 ,94.54
A,I_DSK2_CC_BAB,PC_IND_IU3,PL2,2025,95.81 ,95.81
A,I_DSK2_CC_BAB,PC_IND_IU3,PL4,2025,94.72 ,94.72
A,I_DSK2_CC_BAB,PC_IND_IU3,PL5,2025,96.31 ,96.31
A,I_DSK2_CC_BAB,PC_IND_IU3,PL6,2025,95.53 ,95.53
A,I_DSK2_CC_BAB,PC_IND_IU3,PL7,2025,92.23 ,92.23
A,I_DSK2_CC_BAB,PC_IND_IU3,PL8,2025,93.19 ,93.19
A,I_DSK2_CC_BAB,PC_IND_IU3,PL9,2025,93.46 ,93.46
A,I_DSK2_CC_BAB,PC_IND_IU3,PT,2025,98.57 ,98.57
A,I_DSK2_CC_BAB,PC_IND_IU3,PT1,2025,98.56 ,98.56
A,I_DSK2_CC_BAB,PC_IND_IU3,PT2,2025,98.60 ,98.6
A,I_DSK2_CC_BAB,PC_IND_IU3,PT3,2025,98.80 ,98.8
A,I_DSK2_CC_BAB,PC_IND_IU3,RO,2025,98.80 ,98.8
A,I_DSK2_CC_BAB,PC_IND_IU3,RO1,2025,98.73 ,98.73
A,I_DSK2_CC_BAB,PC_IND_IU3,RO2,2025,99.17 ,99.17
A,I_DSK2_CC_BAB,PC_IND_IU3,RO3,2025,99.00 ,99.0
A,I_DSK2_CC_BAB,PC_IND_IU3,RO4,2025,98.05 ,98.05
A,I_DSK2_CC_BAB,PC_IND_IU3,RS,2025,98.61 ,98.61
A,I_DSK2_CC_BAB,PC_IND_IU3,RS1,2025,99.55 ,99.55
A,I_DSK2_CC_BAB,PC_IND_IU3,RS2,2025,97.56 ,97.56
A,I_DSK2_CC_BAB,PC_IND_IU3,SE,2025,98.61 ,98.61
A,I_DSK2_CC_BAB,PC_IND_IU3,SE1,2025,98.10 ,98.1
A,I_DSK2_CC_BAB,PC_IND_IU3,SE2,2025,99.28 ,99.28
A,I_DSK2_CC_BAB,PC_IND_IU3,SE3,2025,98.17 ,98.17
A,I_DSK2_CC_BAB,PC_IND_IU3,SI,2025,97.91 ,97.91
A,I_DSK2_CC_BAB,PC_IND_IU3,SK,2025,96.95 ,96.95
A,I_DSK2_CC_BAB,PC_IND_IU3,TR,2025,99.58 ,99.58
A,I_DSK2_CC_BAB,PC_IND_IU3,TR1,2025,99.81 ,99.81
A,I_DSK2_CC_BAB,PC_IND_IU3,TR2,2025,99.70 ,99.7
A,I_DSK2_CC_BAB,PC_IND_IU3,TR3,2025,99.64 ,99.64
A,I_DSK2_CC_BAB,PC_IND_IU3,TR4,2025,99.85 ,99.85
A,I_DSK2_CC_BAB,PC_IND_IU3,TR5,2025,99.57 ,99.57
A,I_DSK2_CC_BAB,PC_IND_IU3,TR6,2025,99.17 ,99.17
A,I_DSK2_CC_BAB,PC_IND_IU3,TR7,2025,99.85 ,99.85
A,I_DSK2_CC_BAB,PC_IND_IU3,TR8,2025,99.46 ,99.46
A,I_DSK2_CC_BAB,PC_IND_IU3,TR9,2025,99.40 ,99.4
A,I_DSK2_CC_BAB,PC_IND_IU3,TRA,2025,99.72 ,99.72
A,I_DSK2_CC_BAB,PC_IND_IU3,TRB,2025,99.60 ,99.6
A,I_DSK2_CC_BAB,PC_IND_IU3,TRC,2025,99.15 ,99.15
A,I_DSK2_CC_BAB,PC_IND_IU3,XK,2025,99.79 ,99.79
A,I_DSK2_DCC_AB,PC_IND,AL,2025,30.81 ,30.81
A,I_DSK2_DCC_AB,PC_IND,AT,2025,54.25 b,54.25
A,I_DSK2_DCC_AB,PC_IND,AT1,2025,56.08 ,56.08
A,I_DSK2_DCC_AB,PC_IND,AT2,2025,50.66 ,50.66
A,I_DSK2_DCC_AB,PC_IND,AT3,2025,53.98 ,53.98
A,I_DSK2_DCC_AB,PC_IND,BA,2025,30.03 ,30.03
A,I_DSK2_DCC_AB,PC_IND,BE,2025,51.95 ,51.95
A,I_DSK2_DCC_AB,PC_IND,BE1,2025,56.28 ,56.28
A,I_DSK2_DCC_AB,PC_IND,BE2,2025,52.29 ,52.29
A,I_DSK2_DCC_AB,PC_IND,BE3,2025,49.85 ,49.85
A,I_DSK2_DCC_AB,PC_IND,BG,2025,29.30 ,29.3
A,I_DSK2_DCC_AB,PC_IND,BG3,2025,27.39 ,27.39
A,I_DSK2_DCC_AB,PC_IND,BG4,2025,31.06 ,31.06
A,I_DSK2_DCC_AB,PC_IND,CH,2025,61.10 ,61.1
A,I_DSK2_DCC_AB,PC_IND,CY,2025,43.36 ,43.36
A,I_DSK2_DCC_AB,PC_IND,CZ,2025,49.26 ,49.26
A,I_DSK2_DCC_AB,PC_IND,DE,2025,46.30 ,46.3
A,I_DSK2_DCC_AB,PC_IND,DE1,2025,52.71 ,52.71
A,I_DSK2_DCC_AB,PC_IND,DE2,2025,40.22 ,40.22
A,I_DSK2_DCC_AB,PC_IND,DE3,2025,56.40 ,56.4
A,I_DSK2_DCC_AB,PC_IND,DE4,2025,44.92 ,44.92
A,I_DSK2_DCC_AB,PC_IND,DE6,2025,56.20 ,56.2
A,I_DSK2_DCC_AB,PC_IND,DE7,2025,41.70 ,41.7
A,I_DSK2_DCC_AB,PC_IND,DE8,2025,33.21 ,33.21
A,I_DSK2_DCC_AB,PC_IND,DE9,2025,50.39 ,50.39
A,I_DSK2_DCC_AB,PC_IND,DEA,2025,48.88 ,48.88
A,I_DSK2_DCC_AB,PC_IND,DED,2025,46.04 ,46.04
A,I_DSK2_DCC_AB,PC_IND,DEE,2025,27.95 ,27.95
A,I_DSK2_DCC_AB,PC_IND,DEF,2025,48.80 ,48.8
A,I_DSK2_DCC_AB,PC_IND,DK,2025,67.77 ,67.77
A,I_DSK2_DCC_AB,PC_IND,EE,2025,51.37 ,51.37
A,I_DSK2_DCC_AB,PC_IND,EL,2025,44.91 ,44.91
A,I_DSK2_DCC_AB,PC_IND,EL3,2025,43.94 ,43.94
A,I_DSK2_DCC_AB,PC_IND,EL4,2025,47.36 ,47.36
A,I_DSK2_DCC_AB,PC_IND,EL5,2025,51.47 ,51.47
A,I_DSK2_DCC_AB,PC_IND,EL6,2025,37.61 ,37.61
A,I_DSK2_DCC_AB,PC_IND,ES,2025,51.01 ,51.01
A,I_DSK2_DCC_AB,PC_IND,ES1,2025,47.23 ,47.23
A,I_DSK2_DCC_AB,PC_IND,ES2,2025,51.32 ,51.32
A,I_DSK2_DCC_AB,PC_IND,ES3,2025,58.20 ,58.2
A,I_DSK2_DCC_AB,PC_IND,ES4,2025,47.72 ,47.72
A,I_DSK2_DCC_AB,PC_IND,ES5,2025,53.40 ,53.4
A,I_DSK2_DCC_AB,PC_IND,ES6,2025,46.72 ,46.72
A,I_DSK2_DCC_AB,PC_IND,ES7,2025,47.00 ,47.0
A,I_DSK2_DCC_AB,PC_IND,FI,2025,63.35 ,63.35
A,I_DSK2_DCC_AB,PC_IND,FR,2025,55.84 ,55.84
A,I_DSK2_DCC_AB,PC_IND,FR1,2025,63.07 u,63.07
A,I_DSK2_DCC_AB,PC_IND,FRB,2025,52.58 u,52.58
A,I_DSK2_DCC_AB,PC_IND,FRC,2025,45.30 u,45.3
A,I_DSK2_DCC_AB,PC_IND,FRD,2025,52.17 u,52.17
A,I_DSK2_DCC_AB,PC_IND,FRE,2025,49.69 u,49.69
A,I_DSK2_DCC_AB,PC_IND,FRF,2025,51.97 u,51.97
A,I_DSK2_DCC_AB,PC_IND,FRG,2025,59.30 u,59.3
A,I_DSK2_DCC_AB,PC_IND,FRH,2025,55.79 u,55.79
A,I_DSK2_DCC_AB,PC_IND,FRI,2025,55.81 u,55.81
A,I_DSK2_DCC_AB,PC_IND,FRJ,2025,54.38 u,54.38
A,I_DSK2_DCC_AB,PC_IND,FRK,2025,59.09 u,59.09
A,I_DSK2_DCC_AB,PC_IND,FRL,2025,56.91 u,56.91
A,I_DSK2_DCC_AB,PC_IND,FRM,2025,56.40 u,56.4
A,I_DSK2_DCC_AB,PC_IND,FRY,2025,44.53 u,44.53
A,I_DSK2_DCC_AB,PC_IND,HR,2025,40.16 ,40.16
A,I_DSK2_DCC_AB,PC_IND,HU,2025,46.51 ,46.51
A,I_DSK2_DCC_AB,PC_IND,HU1,2025,60.09 ,60.09
A,I_DSK2_DCC_AB,PC_IND,HU2,2025,39.80 ,39.8
A,I_DSK2_DCC_AB,PC_IND,HU3,2025,40.37 ,40.37
A,I_DSK2_DCC_AB,PC_IND,IE,2025,73.29 ,73.29
A,I_DSK2_DCC_AB,PC_IND,IT,2025,43.32 ,43.32
A,I_DSK2_DCC_AB,PC_IND,ITC,2025,48.90 ,48.9
A,I_DSK2_DCC_AB,PC_IND,ITF,2025,34.58 ,34.58
A,I_DSK2_DCC_AB,PC_IND,ITG,2025,34.95 ,34.95
A,I_DSK2_DCC_AB,PC_IND,ITH,2025,48.06 ,48.06
A,I_DSK2_DCC_AB,PC_IND,ITI,2025,45.71 ,45.71
A,I_DSK2_DCC_AB,PC_IND,LT,2025,42.85 ,42.85
A,I_DSK2_DCC_AB,PC_IND,LU,2025,52.83 ,52.83
A,I_DSK2_DCC_AB,PC_IND,LV,2025,37.23 ,37.23
A,I_DSK2_DCC_AB,PC_IND,ME,2025,55.30 ,55.3
A,I_DSK2_DCC_AB,PC_IND,MK,2025,13.50 ,13.5
A,I_DSK2_DCC_AB,PC_IND,MT,2025,55.95 ,55.95
A,I_DSK2_DCC_AB,PC_IND,NL,2025,68.39 ,68.39
A,I_DSK2_DCC_AB,PC_IND,NL1,2025,63.01 ,63.01
A,I_DSK2_DCC_AB,PC_IND,NL2,2025,66.77 ,66.77
A,I_DSK2_DCC_AB,PC_IND,NL3,2025,71.40 ,71.4
A,I_DSK2_DCC_AB,PC_IND,NL4,2025,65.61 ,65.61
A,I_DSK2_DCC_AB,PC_IND,NO,2025,67.54 ,67.54
A,I_DSK2_DCC_AB,PC_IND,PL,2025,39.81 ,39.81
A,I_DSK2_DCC_AB,PC_IND,PL2,2025,42.97 ,42.97
A,I_DSK2_DCC_AB,PC_IND,PL4,2025,39.93 ,39.93
A,I_DSK2_DCC_AB,PC_IND,PL5,2025,44.98 ,44.98
A,I_DSK2_DCC_AB,PC_IND,PL6,2025,36.39 ,36.39
A,I_DSK2_DCC_AB,PC_IND,PL7,2025,31.68 ,31.68
A,I_DSK2_DCC_AB,PC_IND,PL8,2025,31.26 ,31.26
A,I_DSK2_DCC_AB,PC_IND,PL9,2025,49.66 ,49.66
A,I_DSK2_DCC_AB,PC_IND,PT,2025,47.62 ,47.62
A,I_DSK2_DCC_AB,PC_IND,PT1,2025,48.25 ,48.25
A,I_DSK2_DCC_AB,PC_IND,PT2,2025,34.68 ,34.68
A,I_DSK2_DCC_AB,PC_IND,PT3,2025,35.97 ,35.97
A,I_DSK2_DCC_AB,PC_IND,RO,2025,23.83 ,23.83
A,I_DSK2_DCC_AB,PC_IND,RO1,2025,23.79 ,23.79
A,I_DSK2_DCC_AB,PC_IND,RO2,2025,20.94 ,20.94
A,I_DSK2_DCC_AB,PC_IND,RO3,2025,29.35 ,29.35
A,I_DSK2_DCC_AB,PC_IND,RO4,2025,20.28 ,20.28
A,I_DSK2_DCC_AB,PC_IND,RS,2025,45.02 ,45.02
A,I_DSK2_DCC_AB,PC_IND,RS1,2025,51.25 ,51.25
A,I_DSK2_DCC_AB,PC_IND,RS2,2025,38.36 ,38.36
A,I_DSK2_DCC_AB,PC_IND,SE,2025,56.56 ,56.56
A,I_DSK2_DCC_AB,PC_IND,SE1,2025,59.42 ,59.42
A,I_DSK2_DCC_AB,PC_IND,SE2,2025,55.09 ,55.09
A,I_DSK2_DCC_AB,PC_IND,SE3,2025,53.25 ,53.25
A,I_DSK2_DCC_AB,PC_IND,SI,2025,41.82 ,41.82
A,I_DSK2_DCC_AB,PC_IND,SK,2025,38.78 ,38.78
A,I_DSK2_DCC_AB,PC_IND,TR,2025,17.20 ,17.2
A,I_DSK2_DCC_AB,PC_IND,TR1,2025,26.19 ,26.19
A,I_DSK2_DCC_AB,PC_IND,TR2,2025,13.54 ,13.54
A,I_DSK2_DCC_AB,PC_IND,TR3,2025,16.52 ,16.52
A,I_DSK2_DCC_AB,PC_IND,TR4,2025,25.14 ,25.14
A,I_DSK2_DCC_AB,PC_IND,TR5,2025,20.43 ,20.43
A,I_DSK2_DCC_AB,PC_IND,TR6,2025,12.92 ,12.92
A,I_DSK2_DCC_AB,PC_IND,TR7,2025,11.67 ,11.67
A,I_DSK2_DCC_AB,PC_IND,TR8,2025,14.29 ,14.29
A,I_DSK2_DCC_AB,PC_IND,TR9,2025,12.20 ,12.2
A,I_DSK2_DCC_AB,PC_IND,TRA,2025,8.79 ,8.79
A,I_DSK2_DCC_AB,PC_IND,TRB,2025,9.77 ,9.77
A,I_DSK2_DCC_AB,PC_IND,TRC,2025,6.98 ,6.98
A,I_DSK2_DCC_AB,PC_IND,XK,2025,27.22 ,27.22
A,I_DSK2_DCC_AB,PC_IND_IU3,AL,2025,35.34 ,35.34
A,I_DSK2_DCC_AB,PC_IND_IU3,AT,2025,56.92 b,56.92
A,I_DSK2_DCC_AB,PC_IND_IU3,AT1,2025,57.99 ,57.99
A,I_DSK2_DCC_AB,PC_IND_IU3,AT2,2025,54.11 ,54.11
A,I_DSK2_DCC_AB,PC_IND_IU3,AT3,2025,57.12 ,57.12
A,I_DSK2_DCC_AB,PC_IND_IU3,BA,2025,33.33 ,33.33
A,I_DSK2_DCC_AB,PC_IND_IU3,BE,2025,53.85 ,53.85
A,I_DSK2_DCC_AB,PC_IND_IU3,BE1,2025,59.54 ,59.54
A,I_DSK2_DCC_AB,PC_IND_IU3,BE2,2025,53.92 ,53.92
A,I_DSK2_DCC_AB,PC_IND_IU3,BE3,2025,51.83 ,51.83
A,I_DSK2_DCC_AB,PC_IND_IU3,BG,2025,33.74 ,33.74
A,I_DSK2_DCC_AB,PC_IND_IU3,BG3,2025,31.88 ,31.88
A,I_DSK2_DCC_AB,PC_IND_IU3,BG4,2025,35.42 ,35.42
A,I_DSK2_DCC_AB,PC_IND_IU3,CH,2025,61.76 ,61.76
A,I_DSK2_DCC_AB,PC_IND_IU3,CY,2025,46.23 ,46.23
A,I_DSK2_DCC_AB,PC_IND_IU3,CZ,2025,52.11 ,52.11
A,I_DSK2_DCC_AB,PC_IND_IU3,DE,2025,48.95 ,48.95
A,I_DSK2_DCC_AB,PC_IND_IU3,DE1,2025,54.94 ,54.94
A,I_DSK2_DCC_AB,PC_IND_IU3,DE2,2025,42.47 ,42.47
A,I_DSK2_DCC_AB,PC_IND_IU3,DE3,2025,60.62 ,60.62
A,I_DSK2_DCC_AB,PC_IND_IU3,DE4,2025,49.68 ,49.68
A,I_DSK2_DCC_AB,PC_IND_IU3,DE6,2025,58.27 ,58.27
A,I_DSK2_DCC_AB,PC_IND_IU3,DE7,2025,43.66 ,43.66
A,I_DSK2_DCC_AB,PC_IND_IU3,DE8,2025,35.49 ,35.49
A,I_DSK2_DCC_AB,PC_IND_IU3,DE9,2025,52.98 ,52.98
A,I_DSK2_DCC_AB,PC_IND_IU3,DEA,2025,51.62 ,51.62
A,I_DSK2_DCC_AB,PC_IND_IU3,DED,2025,48.43 ,48.43
A,I_DSK2_DCC_AB,PC_IND_IU3,DEE,2025,31.09 ,31.09
A,I_DSK2_DCC_AB,PC_IND_IU3,DEF,2025,51.53 ,51.53
A,I_DSK2_DCC_AB,PC_IND_IU3,DK,2025,67.97 ,67.97
A,I_DSK2_DCC_AB,PC_IND_IU3,EE,2025,54.16 ,54.16
A,I_DSK2_DCC_AB,PC_IND_IU3,EL,2025,50.37 ,50.37
A,I_DSK2_DCC_AB,PC_IND_IU3,EL3,2025,46.59 ,46.59
A,I_DSK2_DCC_AB,PC_IND_IU3,EL4,2025,54.99 ,54.99
A,I_DSK2_DCC_AB,PC_IND_IU3,EL5,2025,57.57 ,57.57
A,I_DSK2_DCC_AB,PC_IND_IU3,EL6,2025,45.75 ,45.75
A,I_DSK2_DCC_AB,PC_IND_IU3,ES,2025,52.95 ,52.95
A,I_DSK2_DCC_AB,PC_IND_IU3,ES1,2025,50.15 ,50.15
A,I_DSK2_DCC_AB,PC_IND_IU3,ES2,2025,53.27 ,53.27
A,I_DSK2_DCC_AB,PC_IND_IU3,ES3,2025,59.35 ,59.35
A,I_DSK2_DCC_AB,PC_IND_IU3,ES4,2025,50.16 ,50.16
A,I_DSK2_DCC_AB,PC_IND_IU3,ES5,2025,54.73 ,54.73
A,I_DSK2_DCC_AB,PC_IND_IU3,ES6,2025,49.23 ,49.23
A,I_DSK2_DCC_AB,PC_IND_IU3,ES7,2025,48.77 ,48.77
A,I_DSK2_DCC_AB,PC_IND_IU3,FI,2025,64.59 ,64.59
A,I_DSK2_DCC_AB,PC_IND_IU3,FR,2025,58.80 ,58.8
A,I_DSK2_DCC_AB,PC_IND_IU3,FR1,2025,65.35 u,65.35
A,I_DSK2_DCC_AB,PC_IND_IU3,FRB,2025,55.08 u,55.08
A,I_DSK2_DCC_AB,PC_IND_IU3,FRC,2025,48.98 u,48.98
A,I_DSK2_DCC_AB,PC_IND_IU3,FRD,2025,54.91 u,54.91
A,I_DSK2_DCC_AB,PC_IND_IU3,FRE,2025,53.14 u,53.14
A,I_DSK2_DCC_AB,PC_IND_IU3,FRF,2025,55.47 u,55.47
A,I_DSK2_DCC_AB,PC_IND_IU3,FRG,2025,61.60 u,61.6
A,I_DSK2_DCC_AB,PC_IND_IU3,FRH,2025,58.53 u,58.53
A,I_DSK2_DCC_AB,PC_IND_IU3,FRI,2025,58.46 u,58.46
A,I_DSK2_DCC_AB,PC_IND_IU3,FRJ,2025,57.34 u,57.34
A,I_DSK2_DCC_AB,PC_IND_IU3,FRK,2025,62.07 u,62.07
A,I_DSK2_DCC_AB,PC_IND_IU3,FRL,2025,59.41 u,59.41
A,I_DSK2_DCC_AB,PC_IND_IU3,FRM,2025,61.01 u,61.01
A,I_DSK2_DCC_AB,PC_IND_IU3,FRY,2025,50.19 u,50.19
A,I_DSK2_DCC_AB,PC_IND_IU3,HR,2025,46.75 ,46.75
A,I_DSK2_DCC_AB,PC_IND_IU3,HU,2025,50.11 ,50.11
A,I_DSK2_DCC_AB,PC_IND_IU3,HU1,2025,63.12 ,63.12
A,I_DSK2_DCC_AB,PC_IND_IU3,HU2,2025,42.97 ,42.97
A,I_DSK2_DCC_AB,PC_IND_IU3,HU3,2025,44.40 ,44.4
A,I_DSK2_DCC_AB,PC_IND_IU3,IE,2025,73.45 ,73.45
A,I_DSK2_DCC_AB,PC_IND_IU3,IT,2025,47.96 ,47.96
A,I_DSK2_DCC_AB,PC_IND_IU3,ITC,2025,52.63 ,52.63
A,I_DSK2_DCC_AB,PC_IND_IU3,ITF,2025,40.83 ,40.83
A,I_DSK2_DCC_AB,PC_IND_IU3,ITG,2025,40.32 ,40.32
A,I_DSK2_DCC_AB,PC_IND_IU3,ITH,2025,51.96 ,51.96
A,I_DSK2_DCC_AB,PC_IND_IU3,ITI,2025,49.07 ,49.07
A,I_DSK2_DCC_AB,PC_IND_IU3,LT,2025,47.98 ,47.98
A,I_DSK2_DCC_AB,PC_IND_IU3,LU,2025,53.29 ,53.29
A,I_DSK2_DCC_AB,PC_IND_IU3,LV,2025,39.39 ,39.39
A,I_DSK2_DCC_AB,PC_IND_IU3,ME,2025,58.70 ,58.7
A,I_DSK2_DCC_AB,PC_IND_IU3,MK,2025,14.65 ,14.65
A,I_DSK2_DCC_AB,PC_IND_IU3,MT,2025,58.28 ,58.28
A,I_DSK2_DCC_AB,PC_IND_IU3,NL,2025,68.59 ,68.59
A,I_DSK2_DCC_AB,PC_IND_IU3,NL1,2025,63.10 ,63.1
A,I_DSK2_DCC_AB,PC_IND_IU3,NL2,2025,66.92 ,66.92
A,I_DSK2_DCC_AB,PC_IND_IU3,NL3,2025,71.57 ,71.57
A,I_DSK2_DCC_AB,PC_IND_IU3,NL4,2025,65.99 ,65.99
A,I_DSK2_DCC_AB,PC_IND_IU3,NO,2025,68.35 ,68.35
A,I_DSK2_DCC_AB,PC_IND_IU3,PL,2025,44.40 ,44.4
A,I_DSK2_DCC_AB,PC_IND_IU3,PL2,2025,47.69 ,47.69
A,I_DSK2_DCC_AB,PC_IND_IU3,PL4,2025,43.80 ,43.8
A,I_DSK2_DCC_AB,PC_IND_IU3,PL5,2025,48.09 ,48.09
A,I_DSK2_DCC_AB,PC_IND_IU3,PL6,2025,40.85 ,40.85
A,I_DSK2_DCC_AB,PC_IND_IU3,PL7,2025,37.30 ,37.3
A,I_DSK2_DCC_AB,PC_IND_IU3,PL8,2025,35.71 ,35.71
A,I_DSK2_DCC_AB,PC_IND_IU3,PL9,2025,54.47 ,54.47
A,I_DSK2_DCC_AB,PC_IND_IU3,PT,2025,53.24 ,53.24
A,I_DSK2_DCC_AB,PC_IND_IU3,PT1,2025,53.92 ,53.92
A,I_DSK2_DCC_AB,PC_IND_IU3,PT2,2025,38.89 ,38.89
A,I_DSK2_DCC_AB,PC_IND_IU3,PT3,2025,40.73 ,40.73
A,I_DSK2_DCC_AB,PC_IND_IU3,RO,2025,25.58 ,25.58
A,I_DSK2_DCC_AB,PC_IND_IU3,RO1,2025,25.28 ,25.28
A,I_DSK2_DCC_AB,PC_IND_IU3,RO2,2025,22.71 ,22.71
A,I_DSK2_DCC_AB,PC_IND_IU3,RO3,2025,31.44 ,31.44
A,I_DSK2_DCC_AB,PC_IND_IU3,RO4,2025,21.80 ,21.8
A,I_DSK2_DCC_AB,PC_IND_IU3,RS,2025,49.99 ,49.99
A,I_DSK2_DCC_AB,PC_IND_IU3,RS1,2025,55.86 ,55.86
A,I_DSK2_DCC_AB,PC_IND_IU3,RS2,2025,43.47 ,43.47
A,I_DSK2_DCC_AB,PC_IND_IU3,SE,2025,57.56 ,57.56
A,I_DSK2_DCC_AB,PC_IND_IU3,SE1,2025,60.63 ,60.63
A,I_DSK2_DCC_AB,PC_IND_IU3,SE2,2025,55.92 ,55.92
A,I_DSK2_DCC_AB,PC_IND_IU3,SE3,2025,54.20 ,54.2
A,I_DSK2_DCC_AB,PC_IND_IU3,SI,2025,45.67 ,45.67
A,I_DSK2_DCC_AB,PC_IND_IU3,SK,2025,41.92 ,41.92
A,I_DSK2_DCC_AB,PC_IND_IU3,TR,2025,19.16 ,19.16
A,I_DSK2_DCC_AB,PC_IND_IU3,TR1,2025,27.23 ,27.23
A,I_DSK2_DCC_AB,PC_IND_IU3,TR2,2025,15.46 ,15.46
A,I_DSK2_DCC_AB,PC_IND_IU3,TR3,2025,18.63 ,18.63
A,I_DSK2_DCC_AB,PC_IND_IU3,TR4,2025,27.13 ,27.13
A,I_DSK2_DCC_AB,PC_IND_IU3,TR5,2025,22.61 ,22.61
A,I_DSK2_DCC_AB,PC_IND_IU3,TR6,2025,14.48 ,14.48
A,I_DSK2_DCC_AB,PC_IND_IU3,TR7,2025,13.18 ,13.18
A,I_DSK2_DCC_AB,PC_IND_IU3,TR8,2025,16.44 ,16.44
A,I_DSK2_DCC_AB,PC_IND_IU3,TR9,2025,14.38 ,14.38
A,I_DSK2_DCC_AB,PC_IND_IU3,TRA,2025,10.44 ,10.44
A,I_DSK2_DCC_AB,PC_IND_IU3,TRB,2025,12.43 ,12.43
A,I_DSK2_DCC_AB,PC_IND_IU3,TRC,2025,8.05 ,8.05
A,I_DSK2_DCC_AB,PC_IND_IU3,XK,2025,27.64 ,27.64
A,I_DSK2_DCC_B,PC_IND,AL,2025,20.74 ,20.74
A,I_DSK2_DCC_B,PC_IND,AT,2025,33.22 b,33.22
A,I_DSK2_DCC_B,PC_IND,AT1,2025,32.34 ,32.34
A,I_DSK2_DCC_B,PC_IND,AT2,2025,35.22 ,35.22
A,I_DSK2_DCC_B,PC_IND,AT3,2025,33.18 ,33.18
A,I_DSK2_DCC_B,PC_IND,BA,2025,25.92 ,25.92
A,I_DSK2_DCC_B,PC_IND,BE,2025,23.16 ,23.16
A,I_DSK2_DCC_B,PC_IND,BE1,2025,21.36 ,21.36
A,I_DSK2_DCC_B,PC_IND,BE2,2025,23.93 ,23.93
A,I_DSK2_DCC_B,PC_IND,BE3,2025,22.35 ,22.35
A,I_DSK2_DCC_B,PC_IND,BG,2025,24.40 ,24.4
A,I_DSK2_DCC_B,PC_IND,BG3,2025,23.74 ,23.74
A,I_DSK2_DCC_B,PC_IND,BG4,2025,25.01 ,25.01
A,I_DSK2_DCC_B,PC_IND,CH,2025,23.97 ,23.97
A,I_DSK2_DCC_B,PC_IND,CY,2025,25.83 ,25.83
A,I_DSK2_DCC_B,PC_IND,CZ,2025,24.57 ,24.57
A,I_DSK2_DCC_B,PC_IND,DE,2025,26.71 ,26.71
A,I_DSK2_DCC_B,PC_IND,DE1,2025,27.95 ,27.95
A,I_DSK2_DCC_B,PC_IND,DE2,2025,19.64 ,19.64
A,I_DSK2_DCC_B,PC_IND,DE3,2025,21.53 ,21.53
A,I_DSK2_DCC_B,PC_IND,DE4,2025,30.04 ,30.04
A,I_DSK2_DCC_B,PC_IND,DE6,2025,21.56 ,21.56
A,I_DSK2_DCC_B,PC_IND,DE7,2025,28.49 ,28.49
A,I_DSK2_DCC_B,PC_IND,DE8,2025,23.49 ,23.49
A,I_DSK2_DCC_B,PC_IND,DE9,2025,30.80 ,30.8
A,I_DSK2_DCC_B,PC_IND,DEA,2025,29.34 ,29.34
A,I_DSK2_DCC_B,PC_IND,DED,2025,25.99 ,25.99
A,I_DSK2_DCC_B,PC_IND,DEE,2025,22.91 ,22.91
A,I_DSK2_DCC_B,PC_IND,DEF,2025,28.66 ,28.66
A,I_DSK2_DCC_B,PC_IND,DK,2025,18.93 ,18.93
A,I_DSK2_DCC_B,PC_IND,EE,2025,18.64 ,18.64
A,I_DSK2_DCC_B,PC_IND,EL,2025,14.36 ,14.36
A,I_DSK2_DCC_B,PC_IND,EL3,2025,10.20 ,10.2
A,I_DSK2_DCC_B,PC_IND,EL4,2025,20.42 ,20.42
A,I_DSK2_DCC_B,PC_IND,EL5,2025,18.44 ,18.44
A,I_DSK2_DCC_B,PC_IND,EL6,2025,13.33 ,13.33
A,I_DSK2_DCC_B,PC_IND,ES,2025,23.12 ,23.12
A,I_DSK2_DCC_B,PC_IND,ES1,2025,22.57 ,22.57
A,I_DSK2_DCC_B,PC_IND,ES2,2025,23.42 ,23.42
A,I_DSK2_DCC_B,PC_IND,ES3,2025,21.73 ,21.73
A,I_DSK2_DCC_B,PC_IND,ES4,2025,22.35 ,22.35
A,I_DSK2_DCC_B,PC_IND,ES5,2025,22.88 ,22.88
A,I_DSK2_DCC_B,PC_IND,ES6,2025,24.36 ,24.36
A,I_DSK2_DCC_B,PC_IND,ES7,2025,25.61 ,25.61
A,I_DSK2_DCC_B,PC_IND,FI,2025,20.12 ,20.12
A,I_DSK2_DCC_B,PC_IND,FR,2025,20.83 ,20.83
A,I_DSK2_DCC_B,PC_IND,FR1,2025,18.34 u,18.34
A,I_DSK2_DCC_B,PC_IND,FRB,2025,21.65 u,21.65
A,I_DSK2_DCC_B,PC_IND,FRC,2025,25.37 u,25.37
A,I_DSK2_DCC_B,PC_IND,FRD,2025,23.42 u,23.42
A,I_DSK2_DCC_B,PC_IND,FRE,2025,21.79 u,21.79
A,I_DSK2_DCC_B,PC_IND,FRF,2025,22.45 u,22.45
